,nodeID,nodeLabel,latitude,longitude,mode,year
0,0,Beomnaegol,129.0592461875855,35.147243081073064,heavy_rail,1985.0
1,1,Bujeon,129.063002043089,35.1626250974915,heavy_rail,1985.0
2,2,Yeonsan,129.0814697132073,35.18609176826116,heavy_rail,1985.0
3,3,Gyodae (Busan National University of Education),129.08001136949642,35.195306785369105,heavy_rail,1985.0
4,4,Jangjeon,129.08812072292966,35.238073952378556,heavy_rail,1985.0
5,5,Guseo,129.09128072146603,35.24733237033347,heavy_rail,1985.0
6,6,Namsan,129.09244575063616,35.26532117531204,heavy_rail,1985.0
7,7,Beomeosa,129.0926497947407,35.2731399572067,heavy_rail,1985.0
8,8,Nopo,129.09515662739383,35.28401903843386,heavy_rail,1986.0
9,9,Toseong,129.01978981500565,35.10049695129236,heavy_rail,1988.0
10,10,Dongdaesin,129.01784976702942,35.11021411537614,heavy_rail,1990.0
11,11,Seodaesin,129.0121250009264,35.11088502894994,heavy_rail,1990.0
12,12,Hadan,128.96690584539863,35.10626144480261,heavy_rail,1994.0
13,13,Daeti,129.00024725108085,35.10331068379517,heavy_rail,1994.0
14,14,Sinpyeong,128.96068051822797,35.0952186511841,heavy_rail,1994.0
15,15,Dongmae,128.97342272755373,35.089789610915886,heavy_rail,2017.0
16,16,Jangrim,128.97748364417254,35.08196024261924,heavy_rail,2017.0
17,17,Sinjangnim,128.9768781735452,35.07477928033313,heavy_rail,2017.0
18,18,Natgae,128.97975048409603,35.06530958457319,heavy_rail,2017.0
19,19,Dadae pohang (Dadaepo Harbor),128.97148697078157,35.05764096001838,heavy_rail,2017.0
20,20,Dadaepo haesu yeokjang (Dadaepo Beach),128.96598361858392,35.04816195635764,heavy_rail,2017.0
21,21,Dangni,128.97420168326047,35.10331960928375,heavy_rail,1994.0
22,22,Saha,128.9828441677369,35.099791677776956,heavy_rail,1994.0
23,23,Goejeong,128.9927344303041,35.099868801613276,heavy_rail,1994.0
24,24,Busanjin,129.0491262024102,35.12899329116016,heavy_rail,1987.0
25,25,Busan,129.03994169632003,35.11562387036479,heavy_rail,1987.0
26,26,Choryang,129.04345979185416,35.1219975185316,heavy_rail,1987.0
27,27,Jwacheon,129.05437210932567,35.13428654615837,heavy_rail,1987.0
28,28,Yangjeong,129.07124666458247,35.17301623923282,heavy_rail,1985.0
