nodeID,nodeLabel,latitude,longitude,mode,year
0,Cadran - Épine,0.1723934,48.0189382,light_rail,2007.0
1,Campus-Ribay,0.1614586,48.0158361,light_rail,2007.0
2,Cadran - Épine,0.172377,48.0189093,light_rail,2007.0
3,Haute Venelle - Clinique du Pré,0.1628737,48.0198211,light_rail,2007.0
4,Campus-Ribay,0.1615024,48.0158359,light_rail,2007.0
5,Université,0.1520029,48.0170108,light_rail,2007.0
6,Université,0.1519906,48.0169805,light_rail,2007.0
7,République,0.1963069,48.0040935,light_rail,2007.0
8,République,0.1964831,48.0039898,light_rail,2007.0
9,Préfecture,0.1974249,48.0009933,light_rail,2007.0
10,Gares,0.1934296,47.995488,light_rail,2007.0
11,Leclerc - Fleurus,0.1950135,47.9982389,light_rail,2007.0
12,Préfecture,0.1972443,48.000841,light_rail,2007.0
13,Zola,0.1985363,47.9938949,light_rail,2007.0
14,Zola,0.1985198,47.9938706,light_rail,2007.0
15,Gares,0.1934155,47.9954628,light_rail,2007.0
16,Saint-Martin,0.2093327,47.9857602,light_rail,2007.0
17,Leclerc - Fleurus,0.1949786,47.9982501,light_rail,2007.0
18,Jaurès - Pavillon,0.2069297,47.989682,light_rail,2007.0
19,Viaducs,0.2037752,47.9927516,light_rail,2007.0
20,Viaducs,0.2037683,47.9927257,light_rail,2007.0
21,Saint-Martin,0.209558,47.9858211,light_rail,2007.0
22,Jaurès - Pavillon,0.2068979,47.9896679,light_rail,2007.0
23,Durant - Vaillant,0.2128004,47.9793672,light_rail,2007.0
24,Pontlieue,0.2110498,47.9824996,light_rail,2007.0
25,Pontlieue,0.2109589,47.9824867,light_rail,2007.0
26,Durant - Vaillant,0.2127153,47.979346,light_rail,2007.0
27,Goya,0.2150982,47.9752633,light_rail,2007.0
28,Goya,0.2150093,47.975245,light_rail,2007.0
29,Glonnières - Centre Sud,0.2167901,47.9721115,light_rail,2007.0
30,Jules Raimu,0.2190542,47.9681669,light_rail,2007.0
31,Glonnières - Centre Sud,0.2167851,47.9722077,light_rail,2007.0
32,Jules Raimu,0.2189653,47.968146,light_rail,2007.0
33,Guetteloup - Pôle Santé Sud,0.2212143,47.9641778,light_rail,2007.0
34,Guetteloup - Pôle Santé Sud,0.2211669,47.9641701,light_rail,2007.0
35,Antarès - MMArena,0.2222244,47.9560123,light_rail,2007.0
36,Antarès - MMArena,0.2222362,47.9560382,light_rail,2007.0
37,Gambetta - Mûriers,0.1844216,48.009523,light_rail,2007.0
38,Éperon - Cité Plantagenêt,0.1934264,48.0053425,light_rail,2007.0
39,Gambetta - Mûriers,0.1853179,48.0090921,light_rail,2007.0
40,Lafayette,0.1900876,48.0068551,light_rail,2007.0
41,Lafayette,0.1901089,48.0068778,light_rail,2007.0
42,Théodore Monod,0.1818192,48.0117569,light_rail,2007.0
43,Éperon - Cité Plantagenêt,0.193409,48.0053203,light_rail,2007.0
44,Théodore Monod,0.1816951,48.0115365,light_rail,2007.0
45,Hôpital,0.1754487,48.0135523,light_rail,2007.0
46,Hôpital,0.1754731,48.0135743,light_rail,2007.0
47,Préfecture,0.1974249,48.0009933,light_rail,2007.0
48,Gares,0.1934296,47.995488,light_rail,2007.0
49,Leclerc - Fleurus,0.1950135,47.9982389,light_rail,2007.0
50,Préfecture,0.1972443,48.000841,light_rail,2007.0
51,Zola,0.1985363,47.9938949,light_rail,2007.0
52,Zola,0.1985198,47.9938706,light_rail,2007.0
53,Gares,0.1934155,47.9954628,light_rail,2007.0
54,Saint-Martin,0.2093327,47.9857602,light_rail,2007.0
55,Leclerc - Fleurus,0.1949786,47.9982501,light_rail,2007.0
56,Jaurès - Pavillon,0.2069297,47.989682,light_rail,2007.0
57,Viaducs,0.2037752,47.9927516,light_rail,2007.0
58,Viaducs,0.2037683,47.9927257,light_rail,2007.0
59,Saint-Martin,0.209558,47.9858211,light_rail,2007.0
60,Churchill,0.215929,47.9893309,light_rail,2007.0
61,Atlantides - Sablons,0.2223783,47.990498,light_rail,2007.0
62,Espal - Arche de la Nature,0.2339493,47.9947186,light_rail,2007.0
63,Jaurès - Pavillon,0.2068979,47.9896679,light_rail,2007.0
64,Churchill,0.2158738,47.9893805,light_rail,2007.0
65,Espal - Arche de la Nature,0.2339009,47.9946663,light_rail,2007.0
66,Épau - Gué Bernisson,0.2344698,47.9918969,light_rail,2007.0
67,Atlantides - Sablons,0.2223752,47.990559,light_rail,2007.0
68,Île aux Sports,0.2295331,47.9910304,light_rail,2007.0
69,Épau - Gué Bernisson,0.2344395,47.9919194,light_rail,2007.0
70,Île aux Sports,0.2295434,47.9910598,light_rail,2007.0
71,Comtes du Maine - Office de tourisme,0.1999405,48.0045255,light_rail,2014.0
72,Comtes du Maine - Office de tourisme,0.1999115,48.0043992,light_rail,2014.0
73,Jacobins - Quinconces,0.2002854,48.0088507,light_rail,2014.0
74,Croix de Pierre,0.2054046,48.0121458,light_rail,2014.0
75,Jacobins - Quinconces,0.2000884,48.0087653,light_rail,2014.0
76,Croix de Pierre,0.2053051,48.0121503,light_rail,2014.0
77,Maillets - Zamenhof,0.2175283,48.0171334,light_rail,2014.0
78,Maillets - Banjan,0.2120794,48.0151738,light_rail,2014.0
79,Bellevue - Hauts de Coulaines,0.2117607,48.0201749,light_rail,2014.0
80,Maillets - Banjan,0.212355,48.015227,light_rail,2014.0
81,Maillets - Zamenhof,0.2175372,48.0171187,light_rail,2014.0
82,Bellevue - Hauts de Coulaines,0.2115604,48.0202651,light_rail,2014.0
83,Haute Venelle - Clinique du Pré,0.1628813,48.0198505,None,0.0
