nodeID,nodeLabel,latitude,longitude,mode,year
0,Hatta,136.85323524039944,35.1486738021039,heavy_rail,1982.0
1,Takabata,136.85336361732405,35.13986973337534,heavy_rail,1982.0
2,Nakamura Nisseki,136.86193991502668,35.17251214022872,heavy_rail,1969.0
3,Iwatsuka,136.8544003318496,35.158104405792635,heavy_rail,1982.0
4,Nakamura Kōen,136.85517916825742,35.16783851052745,heavy_rail,1969.0
5,Kamejima,136.87676197558662,35.17755789403918,heavy_rail,1969.0
6,Honjin,136.8668874937884,35.177245325130876,heavy_rail,1969.0
7,Shinsakae-machi,136.92024626790084,35.17074559978913,heavy_rail,1960.0
8,Fushimi,136.89767855416093,35.16922433371108,heavy_rail,1957.0
9,Nagoya,136.88393311007914,35.17115058373646,heavy_rail,1957.0
10,Ikeshita,136.94624804826952,35.16777479681994,heavy_rail,1960.0
11,Kakuōzan,136.95325719157245,35.166622116889314,heavy_rail,1963.0
12,Motoyama,136.96352563483717,35.16397592307221,heavy_rail,1963.0
13,Higashiyama Koen (Higashiyama Park),136.97278905837118,35.16060010655502,heavy_rail,1963.0
14,Hoshigaoka,136.98512683988068,35.162461825657786,heavy_rail,1967.0
15,Kamiyashiro,137.0067087065249,35.17351431668461,heavy_rail,1970.0
16,Fujigaoka,137.02132731965497,35.182403014868655,heavy_rail,1969.0
17,Hongo,137.01343173665262,35.17538402502912,heavy_rail,1969.0
18,Chikusa,136.92982021036104,35.17066631063438,heavy_rail,1960.0
19,Sakae,136.90801241504718,35.16991159995794,heavy_rail,1957.0
20,Imaike,136.9377878966867,35.16982209576842,heavy_rail,1960.0
21,Issha,136.99581207240595,35.168233551524196,heavy_rail,1969.0
22,Jōshin,136.89079064249492,35.192118735252095,heavy_rail,1981.0
23,Shōnai Ryokuchi Kōen,136.8866295007641,35.21500528865667,heavy_rail,1984.0
24,Kami-Otai,136.87690684758465,35.223520806634085,heavy_rail,1993.0
25,Sengen-chō,136.89020806930952,35.183308435875034,heavy_rail,1981.0
26,Fushimi,136.89734891583086,35.168938628501664,heavy_rail,1977.0
27,Ōsu Kannon,136.89806652323986,35.1613785066112,heavy_rail,1977.0
28,Kawana,136.94831741754416,35.148706416052256,heavy_rail,1977.0
29,Gokiso,136.93399425078627,35.149508762564786,heavy_rail,1977.0
30,Arahata,136.92534540586536,35.14959089318906,heavy_rail,1977.0
31,Kamimaezu,136.90634759363184,35.15741711816641,heavy_rail,1977.0
32,Tsurumai,136.91537499245604,35.156184955957535,heavy_rail,1977.0
33,Ueda,136.98895276163609,35.128376096993975,heavy_rail,1978.0
34,Shiogama-guchi,136.9772968919973,35.13256187536,heavy_rail,1978.0
35,Hara,136.99715665615594,35.12598447913131,heavy_rail,1978.0
36,Akaike,137.01822146863196,35.121075621713565,heavy_rail,1978.0
37,Hirabari,137.0071973544998,35.12268632951862,heavy_rail,1978.0
38,Yagoto,136.96373572367457,35.1371009508931,heavy_rail,1977.0
39,Irinaka,136.9546199420753,35.143807265004966,heavy_rail,1977.0
40,Marunouchi,136.8967264323161,35.174986957301094,heavy_rail,1981.0
41,Shōnai-dōri,136.89100856433848,35.20385943152829,heavy_rail,1984.0
42,Nakamura Kuyakusho,136.87327025756466,35.16762450774999,heavy_rail,1989.0
43,Nagoya,136.88294648819874,35.17097408218269,heavy_rail,1989.0
44,Takaoka,136.9169322004645,35.1741603997272,heavy_rail,1989.0
45,Hisaya-ōdōri,136.90794513543224,35.173749963078485,heavy_rail,1989.0
46,Marunouchi,136.89945952357886,35.17316737290701,heavy_rail,1989.0
47,Imaike,136.93692093869356,35.1685271125392,heavy_rail,1989.0
48,Kurumamichi,136.93022454375765,35.173314877728416,heavy_rail,1989.0
49,Gokiso,136.93362835413868,35.149406772363896,heavy_rail,1994.0
50,Sakurayama,136.9334047274645,35.13949556076473,heavy_rail,1994.0
51,Mizuho Kuyakusho,136.93450074530583,35.13158344937738,heavy_rail,1994.0
52,Sakura-hommachi,136.93673826473704,35.10887140827113,heavy_rail,1994.0
53,Nonami,136.95490004016065,35.102635386600966,heavy_rail,1994.0
54,Tsurusato,136.94482253298938,35.10549541885378,heavy_rail,1994.0
55,Naruko Kita,136.96612477837505,35.1026895768561,heavy_rail,2011.0
56,Tokushige,136.9981438582623,35.09443565612098,heavy_rail,2011.0
57,Kokusai Sentaa (International Center),136.88960623651673,35.17214555183321,heavy_rail,1989.0
58,Fukiage,136.9351473631517,35.158367962675506,heavy_rail,1994.0
59,Aratama-bashi,136.93647507212103,35.11843617867355,heavy_rail,1994.0
60,Mizuho Undōjō Nishi,136.9355426673562,35.12462542535484,heavy_rail,1994.0
61,Kamisawa,136.98936622284901,35.09864090675951,heavy_rail,2011.0
62,Aioiyama,136.97623877982286,35.102503145418176,heavy_rail,2011.0
63,Hisaya-ōdōri,136.90817987759422,35.173408443841694,heavy_rail,1989.0
64,Sakae,136.90861012240578,35.16957433509894,heavy_rail,1965.0
65,Shiyakusho (City Hall),136.90551913516776,35.18162447842223,heavy_rail,1965.0
66,Meijō Kōen,136.90476559804193,35.19071947011542,heavy_rail,1971.0
67,Shiga-hondōri,136.92121051897033,35.196301160777416,heavy_rail,1971.0
68,Heian-dōri,136.929827359902,35.19590888854656,heavy_rail,1971.0
69,Ōzone,136.9362103601985,35.19275712444413,heavy_rail,1971.0
70,Sunadabashi,136.95449255334523,35.188764582955706,heavy_rail,2000.0
71,Chayagasaka,136.96229471243535,35.184616146487684,heavy_rail,2003.0
72,Aratama-bashi,136.93723470899795,35.117735594148954,heavy_rail,1974.0
73,Myōon-dōri,136.929647904612,35.11712655056644,heavy_rail,1974.0
74,Horita,136.92153572511265,35.11649972687615,heavy_rail,1974.0
75,Yagoto Nisseki,136.96479743088602,35.14488845739696,heavy_rail,2004.0
76,Sōgō Rihabiri Center,136.95473724221873,35.13078766703664,heavy_rail,2004.0
77,Mizuho Undōjō Higashi,136.94867127824688,35.12312691731885,heavy_rail,2004.0
78,Yagoto,136.96462762227452,35.13714124853553,heavy_rail,2004.0
79,Temma-chō,136.91042933120167,35.12078901149662,heavy_rail,1974.0
80,Jingū-Nishi,136.90679135011328,35.12765230225672,heavy_rail,1974.0
81,Nishi Takakura,136.90179506545977,35.134882972210974,heavy_rail,1974.0
82,Higashi Betsuin,136.90456756849883,35.14993482096047,heavy_rail,1967.0
83,Kamimaezu,136.906739479307,35.15763018780125,heavy_rail,1967.0
84,Rokuban-chō,136.88835437295918,35.124059746162175,heavy_rail,1971.0
85,Tōkai-dōri,136.8860142657093,35.11350257260087,heavy_rail,1971.0
86,Minato Kuyakusho,136.88449532433032,35.10620582154475,heavy_rail,1971.0
87,Tsukiji-guchi,136.88311076590833,35.09971370675128,heavy_rail,1971.0
88,Nagoyakō (Nagoya Port),136.88187642039196,35.09296528342727,heavy_rail,1971.0
89,Kanayama,136.90195695877878,35.14391280341916,heavy_rail,1967.0
90,Hibino,136.89288927426173,35.13244982232,heavy_rail,1971.0
91,Kurokawa,136.91017933787015,35.197156320081106,heavy_rail,1971.0
92,Jiyūgaoka,136.96673891810786,35.17527066559546,heavy_rail,2003.0
93,Motoyama,136.9637414441227,35.163415910330485,heavy_rail,2003.0
94,Nagoya Daigaku,136.96668863648893,35.15474401084453,heavy_rail,2003.0
95,Yabachō,136.90875095562973,35.16337704640955,heavy_rail,1967.0
96,Kanayama,136.9019217011304,35.14386540786568,heavy_rail,2004.0
97,Rokuban-chō,136.88835437295918,35.124059746162175,heavy_rail,1971.0
98,Tōkai-dōri,136.8860142657093,35.11350257260087,heavy_rail,1971.0
99,Minato Kuyakusho,136.88449532433032,35.10620582154475,heavy_rail,1971.0
100,Tsukiji-guchi,136.88311076590833,35.09971370675128,heavy_rail,1971.0
101,Nagoyakō (Nagoya Port),136.88187642039196,35.09296528342727,heavy_rail,1971.0
102,Hibino,136.89288927426173,35.13244982232,heavy_rail,1971.0
103,Kamiiida,136.92965535155508,35.20396875062534,heavy_rail,2003.0
