node_from,node_to,weight
0,170,1
0,522,1
0,554,1
0,601,1
0,620,1
0,622,1
0,689,1
0,692,1
0,694,1
0,2331,1
0,295,1
0,982,1
0,2011,1
0,674,1
0,2310,1
0,619,1
0,990,1
0,1046,1
0,1042,1
0,729,1
0,957,1
0,441,1
0,1853,1
0,1645,1
0,2056,1
0,2065,1
0,867,1
0,2029,1
0,2120,1
0,2196,1
0,572,1
0,446,1
0,1491,1
0,1186,1
0,618,1
0,2143,1
0,1398,1
0,1442,1
0,1303,1
0,487,1
0,413,1
0,506,1
0,1954,1
0,2251,1
0,1888,1
0,56,1
0,1211,1
0,2106,1
0,1975,1
0,1423,1
0,1917,1
0,1523,1
0,163,1
0,1760,1
0,1585,1
0,532,1
0,1811,1
0,2407,1
0,1664,1
0,361,1
0,2260,1
0,526,1
0,813,1
0,1290,1
0,1932,1
0,330,1
0,340,1
0,2423,1
0,2368,1
0,2465,1
0,1275,1
0,2032,1
0,2200,1
0,625,1
0,201,1
0,399,1
0,542,1
0,1117,1
0,2458,1
0,1695,1
0,469,1
0,466,1
0,236,1
0,528,1
0,1570,1
0,94,1
0,1334,1
0,887,1
0,1156,1
0,1486,1
0,1730,1
0,1069,1
0,1118,1
0,637,1
0,894,1
0,1339,1
0,785,1
0,2061,1
0,2420,1
0,875,1
0,459,1
0,336,1
0,1820,1
0,1949,1
0,1214,1
0,1079,1
0,2003,1
0,1003,1
0,2031,1
0,1688,1
0,337,1
0,2293,1
0,2276,1
0,2030,1
0,1346,1
0,241,1
0,1683,1
0,1025,1
0,490,1
0,424,1
0,1153,1
0,802,1
0,70,1
0,2292,1
0,1602,1
0,598,1
0,500,1
0,341,1
0,1091,1
0,1284,1
0,1446,1
0,587,1
0,1686,1
0,698,1
0,1553,1
0,1892,1
0,918,1
0,826,1
0,1976,1
0,854,1
0,1005,1
0,2442,1
0,1761,1
0,1363,1
0,2280,1
0,2491,1
0,762,1
0,1887,1
0,1569,1
0,51,1
0,277,1
0,2204,1
0,1419,1
0,1034,1
0,1773,1
0,518,1
0,555,1
0,494,1
0,471,1
0,2188,1
0,1916,1
0,2399,1
0,302,1
0,1731,1
0,191,1
0,137,1
0,222,1
0,1292,1
0,1123,1
0,996,1
0,67,1
0,971,1
0,1120,1
0,111,1
0,588,1
0,258,1
0,2277,1
0,404,1
0,472,1
0,1512,1
0,536,1
0,596,1
0,1345,1
0,408,1
0,482,1
0,2341,1
0,574,1
0,1785,1
0,1415,1
0,2456,1
0,989,1
0,930,1
0,962,1
0,433,1
0,582,1
0,1070,1
0,1747,1
0,2136,1
0,2369,1
0,1267,1
0,1628,1
0,2395,1
0,430,1
0,1443,1
0,1592,1
0,595,1
0,1993,1
0,185,1
0,1229,1
0,2342,1
0,1496,1
0,2357,1
0,155,1
0,1086,1
0,2033,1
0,906,1
0,1263,1
0,2258,1
0,192,1
0,1642,1
0,1984,1
0,1936,1
0,1924,1
0,1750,1
0,754,1
0,731,1
0,1977,1
0,2220,1
0,435,1
0,416,1
0,1393,1
0,553,1
0,675,1
0,748,1
0,1960,1
0,1739,1
0,1247,1
0,1420,1
0,2408,1
0,478,1
0,1432,1
0,1142,1
0,645,1
0,1174,1
0,1104,1
0,1088,1
0,309,1
0,1493,1
0,2234,1
0,789,1
0,1394,1
0,593,1
0,415,1
0,164,1
0,1112,1
0,1958,1
0,733,1
0,497,1
0,2496,1
0,362,1
0,1039,1
0,255,1
0,2027,1
0,1386,1
0,1963,1
0,322,1
0,394,1
0,2394,1
0,2498,1
0,1487,1
0,880,1
0,2256,1
0,869,1
0,1266,1
0,516,1
0,1618,1
0,352,1
0,1970,1
0,306,1
0,1732,1
0,823,1
0,348,1
0,2337,1
0,2133,1
0,984,1
0,1748,1
0,758,1
0,2471,1
0,1933,1
0,1516,1
0,1505,1
0,647,1
0,1858,1
0,288,1
0,2162,1
0,1188,1
0,1791,1
0,2203,1
0,1031,1
0,363,1
0,1184,1
0,2135,1
0,1473,1
0,1948,1
0,997,1
0,2210,1
