node_from,node_to,weight
0,1,1
0,2,1
0,3,1
0,4,1
0,5,1
0,6,1
0,7,1
0,8,1
0,9,1
0,10,1
0,26,1
0,28,1
0,29,1
0,31,1
0,32,1
0,33,1
0,35,1
0,36,1
0,38,1
0,39,1
0,40,1
0,42,1
0,44,1
0,102,1
0,103,1
0,104,1
0,105,1
0,106,1
0,107,1
0,108,1
0,109,1
0,110,1
0,112,1
0,113,1
0,114,1
0,115,1
0,116,1
0,117,1
0,118,1
0,119,1
0,120,1
0,122,1
0,123,1
0,124,1
0,126,1
0,127,1
0,130,1
0,131,1
0,132,1
0,133,1
0,135,1
0,136,1
0,137,1
0,138,1
0,139,1
0,141,1
0,142,1
0,144,1
0,145,1
0,147,1
0,149,1
0,150,1
0,151,1
0,152,1
0,153,1
0,154,1
0,155,1
0,156,1
0,157,1
0,158,1
0,159,1
0,160,1
0,164,1
0,165,1
0,166,1
0,167,1
0,168,1
0,501,1
0,502,1
0,503,1
0,504,1
0,505,1
0,506,1
0,507,1
0,508,1
0,509,1
0,510,1
0,511,1
0,512,1
0,513,1
0,514,1
0,515,1
0,516,1
0,517,1
0,518,1
0,519,1
0,520,1
0,521,1
0,522,1
0,523,1
0,524,1
0,525,1
0,526,1
0,527,1
0,528,1
0,529,1
0,530,1
0,531,1
0,532,1
0,533,1
0,534,1
0,535,1
0,536,1
0,537,1
0,538,1
0,539,1
0,540,1
0,541,1
0,542,1
0,543,1
0,544,1
0,545,1
0,546,1
0,547,1
0,548,1
0,549,1
0,550,1
0,551,1
0,552,1
0,553,1
0,554,1
0,555,1
0,556,1
0,557,1
0,558,1
0,559,1
0,560,1
0,561,1
0,562,1
0,563,1
0,564,1
0,565,1
0,566,1
0,567,1
0,568,1
0,569,1
0,570,1
0,571,1
0,572,1
0,573,1
0,574,1
0,575,1
0,576,1
0,577,1
0,578,1
0,579,1
0,580,1
0,581,1
0,582,1
0,583,1
0,584,1
0,585,1
0,586,1
0,587,1
0,588,1
0,589,1
0,590,1
0,591,1
0,592,1
0,593,1
0,594,1
0,595,1
0,596,1
0,597,1
0,598,1
0,599,1
0,600,1
0,601,1
0,602,1
0,603,1
0,604,1
0,605,1
0,606,1
0,607,1
0,608,1
0,609,1
0,610,1
0,611,1
0,612,1
0,613,1
0,614,1
0,615,1
0,616,1
0,617,1
0,618,1
0,619,1
0,620,1
0,621,1
0,622,1
0,623,1
0,624,1
0,625,1
0,626,1
0,627,1
0,628,1
0,629,1
0,630,1
0,631,1
0,632,1
0,633,1
0,634,1
0,635,1
0,636,1
0,637,1
0,638,1
0,639,1
0,640,1
0,641,1
0,642,1
0,643,1
0,644,1
0,645,1
0,646,1
0,647,1
0,648,1
0,649,1
0,650,1
0,651,1
0,652,1
0,653,1
0,654,1
0,655,1
0,656,1
0,657,1
0,658,1
0,659,1
0,660,1
0,661,1
0,662,1
0,663,1
0,664,1
0,665,1
0,666,1
0,667,1
0,668,1
0,669,1
0,670,1
0,671,1
0,672,1
0,673,1
0,674,1
0,675,1
0,676,1
0,677,1
0,678,1
0,679,1
0,680,1
0,681,1
0,682,1
0,683,1
0,684,1
0,685,1
0,686,1
0,687,1
0,688,1
0,689,1
0,690,1
0,691,1
0,692,1
1,13,1
1,45,1
1,47,1
1,48,1
1,49,1
1,170,1
1,171,1
1,172,1
1,173,1
1,174,1
1,175,1
1,176,1
1,177,1
1,178,1
1,179,1
1,180,1
1,183,1
1,185,1
1,186,1
1,693,1
1,694,1
1,695,1
1,696,1
1,697,1
1,698,1
1,699,1
1,700,1
1,701,1
1,702,1
1,703,1
1,704,1
1,705,1
1,706,1
1,707,1
1,708,1
1,709,1
1,710,1
1,711,1
1,712,1
1,713,1
1,714,1
1,715,1
1,716,1
1,717,1
1,718,1
1,719,1
1,720,1
1,721,1
1,722,1
1,723,1
1,724,1
1,725,1
1,726,1
1,727,1
1,728,1
1,729,1
1,730,1
1,731,1
1,732,1
1,733,1
1,734,1
1,735,1
1,736,1
1,737,1
1,738,1
1,739,1
1,740,1
1,741,1
1,742,1
1,743,1
1,744,1
2,16,1
2,51,1
2,52,1
2,53,1
2,56,1
2,187,1
2,188,1
2,189,1
2,191,1
2,192,1
2,196,1
2,198,1
2,199,1
2,200,1
2,201,1
2,202,1
2,745,1
2,746,1
2,747,1
2,748,1
2,749,1
2,750,1
2,751,1
2,752,1
2,753,1
2,754,1
2,755,1
2,756,1
2,757,1
2,758,1
2,759,1
2,760,1
2,761,1
2,762,1
2,763,1
2,764,1
2,765,1
2,766,1
2,767,1
2,768,1
2,769,1
2,770,1
2,771,1
2,772,1
2,773,1
2,774,1
2,775,1
2,776,1
2,777,1
2,778,1
2,779,1
2,780,1
2,781,1
2,782,1
2,783,1
2,784,1
2,785,1
2,786,1
2,787,1
2,788,1
2,789,1
2,790,1
3,18,1
3,58,1
3,59,1
3,62,1
3,203,1
3,205,1
3,206,1
3,207,1
3,208,1
3,211,1
3,212,1
3,213,1
3,214,1
3,215,1
3,216,1
3,219,1
3,220,1
3,791,1
3,792,1
3,793,1
3,794,1
3,795,1
3,796,1
3,797,1
3,798,1
3,799,1
3,800,1
3,801,1
3,802,1
3,803,1
3,804,1
3,805,1
3,806,1
3,807,1
3,808,1
3,809,1
3,810,1
3,811,1
3,812,1
3,813,1
3,814,1
3,815,1
3,816,1
3,817,1
3,818,1
3,819,1
3,820,1
3,821,1
3,822,1
3,823,1
3,824,1
3,825,1
3,826,1
3,827,1
3,828,1
3,829,1
3,830,1
3,831,1
3,832,1
3,833,1
3,834,1
3,835,1
3,836,1
3,837,1
3,838,1
4,20,1
4,63,1
4,64,1
4,66,1
4,67,1
4,222,1
4,224,1
4,225,1
4,227,1
4,228,1
4,229,1
4,230,1
4,231,1
4,235,1
4,236,1
4,839,1
4,840,1
4,841,1
4,842,1
4,843,1
4,844,1
4,845,1
4,846,1
4,847,1
4,848,1
4,849,1
4,850,1
4,851,1
4,852,1
4,853,1
4,854,1
4,855,1
4,856,1
4,857,1
4,858,1
4,859,1
4,860,1
4,861,1
4,862,1
4,863,1
4,864,1
4,865,1
4,866,1
4,867,1
4,868,1
4,869,1
4,870,1
4,871,1
4,872,1
4,873,1
4,874,1
4,875,1
4,876,1
4,877,1
4,878,1
4,879,1
4,880,1
4,881,1
4,882,1
4,883,1
4,884,1
5,70,1
5,237,1
5,238,1
5,241,1
5,885,1
5,886,1
5,887,1
5,888,1
5,889,1
5,890,1
5,891,1
5,892,1
5,893,1
5,894,1
5,895,1
5,896,1
5,897,1
5,898,1
5,899,1
5,900,1
5,901,1
5,902,1
6,243,1
6,244,1
6,246,1
6,247,1
6,248,1
6,903,1
6,904,1
6,905,1
6,906,1
6,907,1
6,908,1
6,909,1
6,910,1
6,911,1
6,912,1
6,913,1
6,914,1
6,915,1
6,916,1
6,917,1
6,918,1
7,249,1
7,250,1
7,252,1
7,253,1
7,919,1
7,920,1
7,921,1
7,922,1
7,923,1
7,924,1
7,925,1
7,926,1
7,927,1
7,928,1
7,929,1
7,930,1
7,931,1
7,932,1
7,933,1
7,934,1
8,255,1
8,256,1
8,257,1
8,258,1
8,260,1
8,935,1
8,936,1
8,937,1
8,938,1
8,939,1
8,940,1
8,941,1
8,942,1
8,943,1
8,944,1
8,945,1
8,946,1
8,947,1
8,948,1
8,949,1
8,950,1
8,951,1
8,952,1
9,78,1
9,261,1
9,262,1
9,263,1
9,264,1
9,265,1
9,266,1
9,953,1
9,954,1
9,955,1
9,956,1
9,957,1
9,958,1
9,959,1
9,960,1
9,961,1
9,962,1
9,963,1
9,964,1
9,965,1
9,966,1
9,967,1
9,968,1
9,969,1
9,970,1
10,79,1
10,267,1
10,270,1
10,271,1
10,272,1
10,971,1
10,972,1
10,973,1
10,974,1
10,975,1
10,976,1
10,977,1
10,978,1
10,979,1
10,980,1
10,981,1
10,982,1
10,983,1
10,984,1
10,985,1
10,986,1
11,81,1
11,82,1
11,273,1
11,274,1
11,275,1
11,276,1
11,987,1
11,988,1
11,989,1
11,990,1
11,991,1
11,992,1
11,993,1
11,994,1
11,995,1
11,996,1
11,997,1
11,998,1
12,83,1
12,84,1
12,277,1
12,278,1
12,279,1
12,280,1
12,999,1
12,1000,1
12,1001,1
12,1002,1
12,1003,1
12,1004,1
12,1005,1
12,1006,1
12,1007,1
12,1008,1
12,1009,1
12,1010,1
13,85,1
13,86,1
13,282,1
13,283,1
13,284,1
13,286,1
13,1011,1
13,1012,1
13,1013,1
13,1014,1
13,1015,1
13,1016,1
13,1017,1
13,1018,1
13,1019,1
13,1020,1
13,1021,1
13,1022,1
13,1023,1
13,1024,1
13,1025,1
13,1026,1
13,1027,1
13,1028,1
14,87,1
14,88,1
14,287,1
14,289,1
14,290,1
14,292,1
14,1029,1
14,1030,1
14,1031,1
14,1032,1
14,1033,1
14,1034,1
14,1035,1
14,1036,1
14,1037,1
14,1038,1
14,1039,1
14,1040,1
14,1041,1
14,1042,1
14,1043,1
14,1044,1
14,1045,1
14,1046,1
15,90,1
15,293,1
15,294,1
15,295,1
15,296,1
15,1047,1
15,1048,1
15,1049,1
15,1050,1
15,1051,1
15,1052,1
15,1053,1
15,1054,1
15,1055,1
15,1056,1
15,1057,1
15,1058,1
16,91,1
16,297,1
16,298,1
16,299,1
16,301,1
16,302,1
16,1059,1
16,1060,1
16,1061,1
16,1062,1
16,1063,1
16,1064,1
16,1065,1
16,1066,1
16,1067,1
16,1068,1
16,1069,1
16,1070,1
16,1071,1
16,1072,1
16,1073,1
16,1074,1
16,1075,1
16,1076,1
17,93,1
17,303,1
17,304,1
17,305,1
17,307,1
17,308,1
17,1077,1
17,1078,1
17,1079,1
17,1080,1
17,1081,1
17,1082,1
17,1083,1
17,1084,1
17,1085,1
17,1086,1
17,1087,1
17,1088,1
17,1089,1
17,1090,1
17,1091,1
17,1092,1
17,1093,1
17,1094,1
18,310,1
18,311,1
18,313,1
18,1095,1
18,1096,1
18,1097,1
18,1098,1
18,1099,1
18,1100,1
18,1101,1
18,1102,1
18,1103,1
18,1104,1
18,1105,1
18,1106,1
18,1107,1
18,1108,1
18,1109,1
18,1110,1
19,97,1
19,98,1
19,316,1
19,317,1
19,318,1
19,1111,1
19,1112,1
19,1113,1
19,1114,1
19,1115,1
19,1116,1
19,1117,1
19,1118,1
19,1119,1
19,1120,1
19,1121,1
19,1122,1
20,99,1
20,319,1
20,320,1
20,321,1
20,322,1
20,324,1
20,1123,1
20,1124,1
20,1125,1
20,1126,1
20,1127,1
20,1128,1
20,1129,1
20,1130,1
20,1131,1
20,1132,1
20,1133,1
20,1134,1
20,1135,1
20,1136,1
20,1137,1
20,1138,1
21,325,1
21,326,1
21,1139,1
21,1140,1
21,1141,1
21,1142,1
22,328,1
22,1143,1
22,1144,1
22,1145,1
22,1146,1
23,329,1
23,330,1
23,1147,1
23,1148,1
23,1149,1
23,1150,1
23,1151,1
23,1152,1
24,332,1
24,333,1
24,334,1
24,1153,1
24,1154,1
24,1155,1
24,1156,1
24,1157,1
24,1158,1
24,1159,1
24,1160,1
24,1161,1
24,1162,1
25,335,1
25,1163,1
25,1164,1
25,1165,1
25,1166,1
25,1167,1
25,1168,1
26,337,1
26,1169,1
26,1170,1
26,1171,1
26,1172,1
26,1173,1
26,1174,1
27,339,1
27,340,1
27,1175,1
27,1176,1
27,1177,1
27,1178,1
27,1179,1
27,1180,1
28,341,1
28,342,1
28,1181,1
28,1182,1
28,1183,1
28,1184,1
28,1185,1
28,1186,1
29,343,1
29,344,1
29,1187,1
29,1188,1
29,1189,1
29,1190,1
29,1191,1
29,1192,1
30,346,1
30,347,1
30,1193,1
30,1194,1
30,1195,1
30,1196,1
30,1197,1
30,1198,1
30,1199,1
30,1200,1
31,349,1
31,350,1
31,1201,1
31,1202,1
31,1203,1
31,1204,1
31,1205,1
31,1206,1
32,1207,1
32,1208,1
32,1209,1
32,1210,1
32,1211,1
32,1212,1
33,354,1
33,1213,1
33,1214,1
33,1215,1
33,1216,1
33,1217,1
33,1218,1
34,355,1
34,356,1
34,1219,1
34,1220,1
34,1221,1
34,1222,1
34,1223,1
34,1224,1
35,357,1
35,358,1
35,1225,1
35,1226,1
35,1227,1
35,1228,1
35,1229,1
35,1230,1
36,359,1
36,360,1
36,1231,1
36,1232,1
36,1233,1
36,1234,1
36,1235,1
36,1236,1
37,362,1
37,1237,1
37,1238,1
37,1239,1
37,1240,1
38,363,1
38,364,1
38,1241,1
38,1242,1
38,1243,1
38,1244,1
38,1245,1
38,1246,1
39,366,1
39,1247,1
39,1248,1
39,1249,1
39,1250,1
39,1251,1
39,1252,1
40,367,1
40,368,1
40,1253,1
40,1254,1
40,1255,1
40,1256,1
40,1257,1
40,1258,1
41,370,1
41,1259,1
41,1260,1
41,1261,1
41,1262,1
42,371,1
42,372,1
42,1263,1
42,1264,1
42,1265,1
42,1266,1
42,1267,1
42,1268,1
43,373,1
43,374,1
43,1269,1
43,1270,1
43,1271,1
43,1272,1
43,1273,1
43,1274,1
44,375,1
44,376,1
44,1275,1
44,1276,1
44,1277,1
44,1278,1
44,1279,1
44,1280,1
45,378,1
45,1281,1
45,1282,1
45,1283,1
45,1284,1
45,1285,1
45,1286,1
46,379,1
46,1287,1
46,1288,1
46,1289,1
46,1290,1
47,1291,1
47,1292,1
47,1293,1
47,1294,1
47,1295,1
47,1296,1
48,383,1
48,1297,1
48,1298,1
48,1299,1
48,1300,1
48,1301,1
48,1302,1
49,385,1
49,386,1
49,1303,1
49,1304,1
49,1305,1
49,1306,1
49,1307,1
49,1308,1
50,1309,1
50,1310,1
50,1311,1
50,1312,1
50,1313,1
50,1314,1
51,389,1
51,390,1
51,1315,1
51,1316,1
51,1317,1
51,1318,1
51,1319,1
51,1320,1
52,1321,1
52,1322,1
52,1323,1
52,1324,1
52,1325,1
52,1326,1
53,393,1
53,394,1
53,1327,1
53,1328,1
53,1329,1
53,1330,1
53,1331,1
53,1332,1
54,395,1
54,396,1
54,1333,1
54,1334,1
54,1335,1
54,1336,1
54,1337,1
54,1338,1
55,89,1
55,397,1
55,399,1
55,400,1
55,1339,1
55,1340,1
55,1341,1
55,1342,1
55,1343,1
55,1344,1
55,1345,1
55,1346,1
55,1347,1
55,1348,1
56,401,1
56,402,1
56,1349,1
56,1350,1
56,1351,1
56,1352,1
56,1353,1
56,1354,1
57,403,1
57,404,1
57,1355,1
57,1356,1
57,1357,1
57,1358,1
58,405,1
58,406,1
58,1359,1
58,1360,1
58,1361,1
58,1362,1
58,1363,1
58,1364,1
59,407,1
59,408,1
59,1365,1
59,1366,1
59,1367,1
59,1368,1
59,1369,1
59,1370,1
60,409,1
60,410,1
60,1371,1
60,1372,1
60,1373,1
60,1374,1
61,411,1
61,412,1
61,1375,1
61,1376,1
61,1377,1
61,1378,1
62,413,1
62,414,1
62,1379,1
62,1380,1
62,1381,1
62,1382,1
62,1383,1
62,1384,1
63,415,1
