node_from,node_to,weight
0,1,1
0,2,1
0,3,1
0,4,1
0,5,1
0,6,1
0,7,1
0,8,1
0,9,1
0,10,1
0,11,1
0,12,1
0,13,1
0,14,1
0,15,1
0,16,1
0,17,1
0,18,1
0,19,1
0,21,1
0,22,1
0,23,1
0,24,1
0,25,1
0,26,1
0,27,1
0,29,1
0,30,1
0,31,1
0,32,1
0,34,1
0,35,1
0,36,1
0,37,1
0,38,1
0,39,1
0,40,1
0,42,1
0,43,1
0,44,1
0,45,1
0,46,1
0,47,1
0,48,1
0,49,1
0,50,1
0,52,1
0,53,1
0,55,1
0,57,1
0,58,1
0,59,1
0,60,1
0,61,1
0,62,1
0,63,1
0,64,1
0,65,1
0,67,1
0,68,1
0,69,1
0,70,1
0,71,1
0,72,1
0,73,1
0,74,1
0,75,1
0,76,1
0,77,1
0,78,1
0,79,1
0,80,1
0,82,1
0,84,1
0,85,1
0,86,1
0,87,1
0,88,1
0,89,1
0,90,1
0,91,1
0,92,1
0,93,1
0,94,1
0,96,1
0,97,1
0,98,1
0,99,1
0,101,1
0,103,1
0,104,1
0,105,1
0,107,1
0,108,1
0,109,1
0,110,1
0,112,1
0,113,1
0,114,1
0,116,1
0,117,1
0,118,1
0,120,1
0,121,1
0,122,1
0,124,1
0,125,1
0,126,1
0,127,1
0,128,1
0,129,1
0,130,1
0,131,1
0,132,1
0,134,1
0,135,1
0,137,1
0,139,1
0,141,1
0,142,1
0,143,1
0,144,1
0,145,1
0,146,1
0,147,1
0,148,1
0,150,1
0,151,1
0,152,1
0,153,1
0,154,1
0,155,1
0,156,1
0,157,1
0,159,1
0,160,1
0,161,1
0,163,1
1,10,1
1,20,1
1,26,1
1,33,1
1,41,1
1,54,1
1,56,1
1,66,1
1,69,1
1,81,1
1,83,1
1,86,1
1,95,1
1,100,1
1,102,1
1,104,1
1,105,1
1,111,1
1,115,1
1,123,1
1,131,1
1,136,1
1,138,1
1,140,1
1,158,1
1,162,1
2,3,1
2,4,1
2,5,1
2,7,1
2,8,1
2,9,1
2,10,1
2,11,1
2,13,1
2,14,1
2,15,1
2,17,1
2,18,1
2,21,1
2,23,1
2,24,1
2,27,1
2,30,1
2,31,1
2,32,1
2,39,1
2,43,1
2,46,1
2,47,1
2,48,1
2,51,1
2,52,1
2,59,1
2,61,1
2,69,1
2,74,1
2,76,1
2,80,1
2,85,1
2,90,1
2,92,1
2,103,1
2,124,1
2,125,1
2,127,1
2,132,1
2,133,1
2,134,1
2,135,1
2,139,1
2,142,1
2,144,1
2,156,1
2,161,1
2,164,1
3,4,1
3,5,1
3,7,1
3,8,1
3,9,1
3,10,1
3,11,1
3,13,1
3,14,1
3,15,1
3,17,1
3,18,1
3,21,1
3,23,1
3,24,1
3,27,1
3,30,1
3,31,1
3,32,1
3,39,1
3,43,1
3,46,1
3,47,1
3,48,1
3,52,1
3,59,1
3,61,1
3,69,1
3,74,1
3,76,1
3,80,1
3,85,1
3,90,1
3,92,1
3,103,1
3,124,1
3,125,1
3,127,1
3,132,1
3,134,1
3,135,1
3,139,1
3,142,1
3,144,1
3,156,1
3,161,1
4,5,1
4,7,1
4,8,1
4,9,1
4,10,1
4,11,1
4,12,1
4,13,1
4,14,1
4,15,1
4,17,1
4,18,1
4,21,1
4,23,1
4,24,1
4,25,1
4,27,1
4,29,1
4,30,1
4,31,1
4,32,1
4,35,1
4,36,1
4,39,1
4,42,1
4,43,1
4,44,1
4,46,1
4,47,1
4,48,1
4,52,1
4,59,1
4,61,1
4,67,1
4,69,1
4,73,1
4,74,1
4,76,1
4,80,1
4,85,1
4,90,1
4,92,1
4,103,1
4,108,1
4,110,1
4,124,1
4,125,1
4,127,1
4,128,1
4,132,1
4,134,1
4,135,1
4,137,1
4,139,1
4,142,1
4,144,1
4,145,1
4,146,1
4,148,1
4,152,1
4,156,1
4,161,1
5,7,1
5,8,1
5,9,1
5,10,1
5,11,1
5,13,1
5,14,1
5,15,1
5,17,1
5,18,1
5,21,1
5,23,1
5,24,1
5,27,1
5,30,1
5,31,1
5,32,1
5,39,1
5,43,1
5,46,1
5,47,1
5,48,1
5,49,1
5,52,1
5,58,1
5,59,1
5,61,1
5,63,1
5,68,1
5,69,1
5,71,1
5,72,1
5,74,1
5,76,1
5,80,1
5,85,1
5,90,1
5,92,1
5,96,1
5,99,1
5,103,1
5,107,1
5,114,1
5,118,1
5,124,1
5,125,1
5,126,1
5,127,1
5,132,1
5,134,1
5,135,1
5,139,1
5,142,1
5,144,1
5,155,1
5,156,1
5,161,1
5,163,1
6,22,1
6,38,1
6,64,1
7,8,1
7,9,1
7,10,1
7,11,1
7,13,1
7,14,1
7,15,1
7,17,1
7,18,1
7,19,1
7,21,1
7,23,1
7,24,1
7,27,1
7,28,1
7,30,1
7,31,1
7,32,1
7,34,1
7,37,1
7,39,1
7,43,1
7,46,1
7,47,1
7,48,1
7,50,1
7,52,1
7,57,1
7,59,1
7,61,1
7,65,1
7,69,1
7,74,1
7,76,1
7,78,1
7,80,1
7,82,1
7,85,1
7,87,1
7,88,1
7,90,1
7,92,1
7,94,1
7,97,1
7,98,1
7,101,1
7,103,1
7,121,1
7,124,1
7,125,1
7,127,1
7,130,1
7,132,1
7,134,1
7,135,1
7,139,1
7,142,1
7,144,1
7,156,1
7,157,1
7,159,1
7,160,1
7,161,1
8,9,1
8,10,1
8,11,1
8,13,1
8,14,1
8,15,1
8,17,1
8,18,1
8,21,1
8,23,1
8,24,1
8,27,1
8,30,1
8,31,1
8,32,1
8,39,1
8,43,1
8,46,1
8,47,1
8,48,1
8,52,1
8,59,1
8,61,1
8,69,1
8,74,1
8,76,1
8,80,1
8,85,1
8,90,1
8,92,1
8,103,1
8,124,1
8,125,1
8,127,1
8,132,1
8,134,1
8,135,1
8,139,1
8,142,1
8,144,1
8,147,1
8,156,1
8,161,1
9,10,1
9,11,1
9,13,1
9,14,1
9,15,1
9,17,1
9,18,1
9,21,1
9,23,1
9,24,1
9,27,1
9,30,1
9,31,1
9,32,1
9,39,1
9,43,1
9,46,1
9,47,1
9,48,1
9,52,1
9,55,1
9,59,1
9,61,1
9,69,1
9,74,1
9,76,1
9,80,1
9,85,1
9,90,1
9,92,1
9,103,1
9,117,1
9,124,1
9,125,1
9,127,1
9,132,1
9,134,1
9,135,1
9,139,1
9,142,1
9,144,1
9,153,1
9,156,1
9,161,1
10,11,1
10,13,1
10,14,1
10,15,1
10,17,1
10,18,1
10,21,1
10,23,1
10,24,1
10,26,1
10,27,1
10,30,1
10,31,1
10,32,1
10,33,1
10,39,1
10,43,1
10,46,1
10,47,1
10,48,1
10,52,1
10,54,1
10,56,1
10,59,1
10,61,1
10,69,1
10,74,1
10,76,1
10,80,1
10,81,1
10,83,1
10,85,1
10,86,1
10,90,1
10,92,1
10,100,1
10,103,1
10,104,1
10,105,1
10,123,1
10,124,1
10,125,1
10,127,1
10,131,1
10,132,1
10,134,1
10,135,1
10,139,1
10,142,1
10,144,1
10,156,1
10,158,1
10,161,1
10,162,1
11,13,1
11,14,1
11,15,1
11,17,1
11,18,1
11,21,1
11,23,1
11,24,1
11,27,1
11,30,1
11,31,1
11,32,1
11,39,1
11,43,1
11,46,1
11,47,1
11,48,1
11,52,1
11,59,1
11,61,1
11,69,1
11,74,1
11,76,1
11,80,1
11,85,1
11,90,1
11,92,1
11,103,1
11,109,1
11,116,1
11,124,1
11,125,1
11,127,1
11,132,1
11,134,1
11,135,1
11,139,1
11,142,1
11,143,1
11,144,1
11,156,1
11,161,1
12,25,1
12,35,1
12,36,1
12,42,1
12,67,1
12,73,1
12,108,1
12,110,1
12,128,1
12,137,1
12,145,1
12,148,1
13,14,1
13,15,1
13,17,1
13,18,1
13,21,1
13,23,1
13,24,1
13,27,1
13,30,1
13,31,1
13,32,1
13,39,1
13,43,1
13,46,1
13,47,1
13,48,1
13,52,1
13,59,1
13,61,1
13,69,1
13,74,1
13,76,1
13,80,1
13,85,1
13,90,1
13,92,1
13,103,1
13,124,1
13,125,1
13,127,1
13,132,1
13,134,1
13,135,1
13,139,1
13,142,1
13,144,1
13,156,1
13,161,1
14,15,1
14,16,1
14,17,1
14,18,1
14,21,1
14,23,1
14,24,1
14,27,1
14,30,1
14,31,1
14,32,1
14,39,1
14,43,1
14,46,1
14,47,1
14,48,1
14,52,1
14,59,1
14,61,1
14,62,1
14,69,1
14,74,1
14,76,1
14,77,1
14,80,1
14,85,1
14,90,1
14,92,1
14,93,1
14,103,1
14,124,1
14,125,1
14,127,1
14,129,1
14,132,1
14,134,1
14,135,1
14,139,1
14,142,1
14,144,1
14,156,1
14,161,1
15,17,1
15,18,1
15,21,1
15,23,1
15,24,1
15,27,1
15,30,1
15,31,1
15,32,1
15,39,1
15,43,1
15,46,1
15,47,1
15,48,1
15,52,1
15,59,1
15,61,1
15,69,1
15,74,1
15,76,1
15,80,1
15,85,1
15,90,1
15,92,1
15,103,1
15,124,1
15,125,1
15,127,1
15,132,1
15,134,1
15,135,1
15,139,1
15,142,1
15,144,1
15,156,1
15,161,1
16,62,1
16,93,1
16,129,1
17,18,1
17,21,1
17,23,1
17,24,1
17,27,1
17,30,1
17,31,1
17,32,1
17,39,1
17,43,1
17,46,1
17,47,1
17,48,1
17,52,1
17,53,1
17,59,1
17,61,1
17,69,1
17,74,1
17,76,1
17,80,1
17,85,1
17,90,1
17,92,1
17,103,1
17,124,1
17,125,1
17,127,1
17,132,1
17,134,1
17,135,1
17,139,1
17,142,1
17,144,1
17,156,1
17,161,1
18,21,1
18,23,1
18,24,1
18,27,1
18,30,1
18,31,1
18,32,1
18,39,1
18,43,1
18,46,1
18,47,1
18,48,1
18,52,1
18,59,1
18,61,1
18,69,1
18,74,1
18,76,1
18,80,1
18,85,1
18,90,1
18,92,1
18,103,1
18,124,1
18,125,1
18,127,1
18,132,1
18,134,1
18,135,1
18,139,1
18,142,1
18,144,1
18,156,1
18,161,1
19,28,1
19,34,1
19,37,1
19,57,1
19,65,1
19,78,1
19,82,1
19,87,1
19,88,1
19,94,1
19,97,1
19,101,1
19,106,1
19,119,1
19,160,1
20,41,1
20,66,1
20,102,1
20,115,1
20,138,1
21,23,1
21,24,1
21,27,1
21,30,1
21,31,1
21,32,1
21,39,1
21,43,1
21,46,1
21,47,1
21,48,1
21,49,1
21,52,1
21,58,1
21,59,1
21,60,1
21,61,1
21,63,1
21,68,1
21,69,1
21,71,1
21,72,1
21,74,1
21,76,1
21,80,1
21,85,1
21,90,1
21,92,1
21,96,1
21,99,1
21,103,1
21,107,1
21,114,1
21,118,1
21,124,1
21,125,1
21,126,1
21,127,1
21,132,1
21,134,1
21,135,1
21,139,1
21,142,1
21,144,1
21,155,1
21,156,1
21,161,1
21,163,1
22,38,1
23,24,1
23,27,1
23,30,1
23,31,1
23,32,1
23,39,1
23,43,1
23,46,1
23,47,1
23,48,1
23,49,1
23,52,1
23,58,1
23,59,1
23,61,1
23,63,1
23,68,1
23,69,1
23,71,1
23,72,1
23,74,1
23,75,1
23,76,1
23,80,1
23,85,1
23,90,1
23,92,1
23,96,1
23,99,1
23,103,1
23,107,1
23,113,1
23,114,1
23,118,1
23,120,1
23,124,1
23,125,1
23,126,1
23,127,1
23,132,1
23,134,1
23,135,1
23,139,1
23,142,1
23,144,1
23,150,1
23,154,1
23,155,1
23,156,1
23,161,1
23,163,1
24,27,1
24,30,1
24,31,1
24,32,1
24,39,1
24,43,1
24,46,1
24,47,1
24,48,1
24,52,1
24,59,1
24,61,1
24,69,1
24,74,1
24,76,1
24,80,1
24,85,1
24,90,1
24,92,1
24,103,1
24,124,1
24,125,1
24,127,1
24,132,1
24,134,1
24,135,1
24,139,1
24,142,1
24,144,1
24,156,1
24,161,1
25,35,1
25,36,1
25,44,1
25,67,1
25,73,1
25,108,1
25,128,1
25,137,1
25,146,1
25,152,1
26,83,1
26,86,1
26,104,1
26,105,1
26,123,1
26,131,1
26,158,1
26,162,1
27,30,1
27,31,1
27,32,1
27,39,1
27,43,1
27,46,1
27,47,1
27,48,1
27,52,1
27,59,1
27,61,1
27,69,1
27,74,1
27,76,1
27,80,1
27,84,1
27,85,1
27,90,1
27,92,1
27,103,1
27,124,1
27,125,1
27,127,1
27,132,1
27,134,1
27,135,1
27,139,1
27,142,1
27,144,1
27,156,1
27,161,1
28,106,1
28,119,1
30,31,1
30,32,1
30,39,1
30,40,1
30,43,1
30,46,1
30,47,1
30,48,1
30,52,1
30,59,1
30,61,1
30,69,1
30,74,1
30,76,1
30,80,1
30,85,1
30,90,1
30,92,1
30,103,1
30,124,1
30,125,1
30,127,1
30,132,1
30,134,1
30,135,1
30,139,1
30,142,1
30,144,1
30,156,1
30,161,1
31,32,1
31,39,1
31,43,1
31,46,1
31,47,1
31,48,1
31,52,1
31,59,1
31,61,1
31,69,1
31,74,1
31,76,1
31,80,1
31,85,1
31,90,1
31,92,1
31,103,1
31,124,1
31,125,1
31,127,1
31,132,1
31,134,1
31,135,1
31,139,1
31,142,1
31,144,1
31,156,1
31,161,1
32,39,1
32,43,1
32,46,1
32,47,1
32,48,1
32,52,1
32,59,1
32,61,1
32,69,1
32,74,1
32,76,1
32,80,1
32,85,1
32,90,1
32,91,1
32,92,1
32,103,1
32,124,1
32,125,1
32,127,1
32,132,1
32,134,1
32,135,1
32,139,1
32,142,1
32,144,1
32,156,1
32,161,1
33,54,1
33,56,1
33,100,1
34,57,1
34,65,1
34,78,1
34,82,1
34,87,1
34,88,1
34,94,1
34,97,1
34,101,1
35,36,1
35,44,1
35,67,1
35,73,1
35,108,1
35,128,1
35,137,1
35,146,1
35,152,1
36,67,1
36,73,1
36,108,1
36,128,1
36,137,1
36,149,1
37,160,1
39,43,1
39,45,1
39,46,1
39,47,1
39,48,1
39,52,1
39,59,1
39,61,1
39,69,1
39,70,1
39,74,1
39,76,1
39,80,1
39,85,1
39,90,1
39,92,1
39,103,1
39,112,1
39,124,1
39,125,1
39,127,1
39,132,1
39,134,1
39,135,1
39,139,1
39,142,1
39,144,1
39,156,1
39,161,1
41,66,1
41,102,1
41,111,1
41,115,1
41,138,1
41,140,1
43,46,1
43,47,1
43,48,1
43,52,1
43,59,1
43,61,1
43,69,1
43,74,1
43,76,1
43,80,1
43,85,1
43,90,1
43,92,1
43,103,1
43,124,1
43,125,1
43,127,1
43,132,1
43,134,1
43,135,1
43,139,1
43,142,1
43,144,1
43,156,1
43,161,1
46,47,1
46,48,1
46,52,1
46,59,1
46,61,1
46,69,1
46,74,1
46,76,1
46,80,1
46,85,1
46,90,1
46,92,1
46,103,1
46,124,1
46,125,1
46,127,1
46,132,1
46,134,1
46,135,1
46,139,1
46,142,1
46,144,1
46,156,1
46,161,1
47,48,1
47,52,1
47,59,1
47,61,1
47,69,1
47,74,1
47,76,1
47,80,1
47,85,1
47,90,1
47,92,1
47,103,1
47,109,1
47,116,1
47,124,1
47,125,1
47,127,1
