A,S,G,T,B,I_g,S_local,S_inf
1,1,3,1,True,B,1,0
1,1,3,1,True,B,1,0
1,1,3,1,False,B,1,0
1,1,3,1,True,A,1,0
1,1,3,1,True,A,1,0
2,2,6,2,True,A,2,0
1,1,3,1,False,A,1,0
1,1,3,1,True,B,1,0
1,1,3,1,True,B,1,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
2,2,6,2,True,A,2,0
1,1,3,1,True,B,1,0
3,3,9,2,True,A,3,0
1,1,4,1,True,A,1,0
1,1,3,1,True,A,1,0
1,1,3,1,True,A,1,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
4,4,12,3,True,B,4,0
1,1,3,1,True,A,1,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
1,1,3,1,True,B,1,0
2,2,6,2,True,B,2,0
1,1,3,1,True,A,1,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
1,1,3,1,True,B,1,0
1,1,3,1,True,B,1,0
1,1,3,1,True,B,1,0
2,2,6,2,True,B,2,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
2,2,6,2,True,A,2,0
1,1,3,1,True,A,1,0
2,2,6,2,True,A,2,0
6,6,18,5,True,B,6,0
1,1,3,1,True,B,1,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
1,1,3,1,True,B,1,0
1,1,3,1,True,A,1,0
1,1,4,1,True,B,1,0
3,3,9,3,True,B,3,0
2,2,6,2,True,B,2,0
1,1,3,1,True,B,1,0
1,1,3,1,True,B,1,0
1,1,3,1,True,B,1,0
2,2,6,2,True,A,2,0
2,2,6,2,True,A,2,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
2,2,6,2,True,B,2,0
1,1,3,1,True,A,1,0
4,4,13,4,True,A,4,0
2,2,6,2,True,A,2,0
2,2,6,2,True,B,2,0
2,2,7,2,True,B,2,0
1,1,3,1,True,B,1,0
1,1,3,1,True,A,1,0
1,1,3,1,False,A,1,0
1,1,3,1,True,A,1,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
1,1,3,1,True,B,1,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
1,1,3,1,True,A,1,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
5,5,17,4,True,B,4,1
1,1,3,1,True,A,1,0
3,3,9,3,False,A,3,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
1,1,3,1,True,B,1,0
1,1,3,1,True,B,1,0
2,2,6,2,True,A,2,0
1,1,3,1,True,B,1,0
3,3,9,2,True,B,3,0
1,1,3,1,True,B,1,0
1,1,3,1,True,B,1,0
2,2,6,2,True,B,2,0
2,2,6,2,True,B,2,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
1,1,3,1,True,A,1,0
1,1,3,1,True,A,1,0
3,3,9,3,True,A,3,0
1,1,3,1,True,A,1,0
1,1,4,1,True,A,1,0
1,1,3,1,True,A,1,0
5,5,15,4,True,A,5,0
1,1,3,1,True,A,1,0
2,2,6,2,True,B,2,0
1,1,3,1,True,A,1,0
1,1,3,1,True,A,1,0
1,1,3,1,True,A,1,0
1,1,3,1,True,A,1,0
2,2,7,2,True,B,2,0
2,2,6,2,True,A,2,0
1,1,3,1,True,B,1,0
1,1,3,1,True,B,1,0
1,1,3,1,True,A,1,0
1,1,3,1,True,A,1,0
2,2,6,2,True,B,2,0
1,1,3,1,True,B,1,0
3,3,9,2,True,A,3,0
1,1,3,1,True,B,1,0
1,1,3,1,True,B,1,0
2,2,6,2,True,A,2,0
1,1,3,1,True,B,1,0
2,2,6,2,True,A,2,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
2,2,6,2,True,A,2,0
2,2,6,2,True,A,2,0
1,1,3,1,True,B,1,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
1,1,3,1,True,A,1,0
2,2,6,2,True,B,2,0
1,1,3,1,True,A,1,0
1,1,4,1,True,A,1,0
1,1,3,1,True,A,1,0
1,1,3,1,True,A,1,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
2,2,6,2,True,A,2,0
1,1,3,1,True,A,1,0
3,3,9,3,True,B,3,0
2,2,6,2,True,A,2,0
2,2,6,2,True,B,2,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
4,4,12,4,True,A,4,0
2,2,6,2,True,B,2,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
4,4,12,4,False,B,4,0
1,1,3,1,False,B,1,0
6,6,18,6,True,A,6,0
3,3,9,3,True,A,3,0
1,1,3,1,True,B,1,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
2,2,6,2,True,A,2,0
4,4,12,3,True,A,4,0
1,1,3,1,False,B,1,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
3,3,9,2,True,B,3,0
1,1,4,1,True,A,1,0
1,1,3,1,True,A,1,0
1,1,3,1,True,A,1,0
1,1,3,1,True,A,1,0
2,2,6,2,True,A,2,0
2,2,6,2,True,B,2,0
1,1,3,1,True,A,1,0
2,2,6,2,True,B,2,0
2,2,6,2,True,B,2,0
2,2,6,2,True,A,2,0
2,2,7,2,True,B,2,0
1,1,3,1,True,A,1,0
1,1,3,1,True,A,1,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
2,2,6,2,True,B,2,0
2,2,6,2,True,B,2,0
1,1,3,1,True,B,1,0
2,2,6,2,True,A,2,0
2,2,6,2,True,A,2,0
1,1,3,1,True,B,1,0
2,2,6,2,True,B,2,0
1,1,3,1,True,A,1,0
2,2,6,2,True,B,2,0
2,2,6,2,True,B,2,0
2,2,7,2,True,A,2,0
1,1,3,1,True,B,1,0
1,1,3,1,True,A,1,0
1,1,3,1,False,A,1,0
1,1,4,1,False,A,1,0
1,1,3,1,True,B,1,0
1,1,3,1,True,B,1,0
3,3,10,3,False,B,3,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
1,1,3,1,True,A,1,0
2,2,6,2,True,A,2,0
1,1,3,1,True,A,1,0
3,3,9,3,True,A,3,0
2,2,6,2,True,B,2,0
2,2,6,2,True,A,2,0
2,2,6,2,True,A,2,0
1,1,3,1,True,A,1,0
2,2,6,2,True,A,2,0
1,1,3,1,False,B,1,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
1,1,3,1,True,B,1,0
3,3,9,2,False,B,3,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
7,7,22,7,True,A,7,0
1,1,3,1,True,B,1,0
1,1,3,1,True,A,1,0
3,3,9,3,True,A,3,0
2,2,6,2,True,A,2,0
1,1,3,1,True,B,1,0
2,2,6,2,False,B,2,0
1,1,3,1,True,B,1,0
1,1,3,1,True,B,1,0
3,3,9,3,False,A,3,0
2,2,6,2,True,A,2,0
7,7,22,5,True,B,7,0
2,2,6,2,True,A,2,0
3,3,9,3,True,B,3,0
5,5,17,5,True,B,2,3
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
1,1,3,1,True,A,1,0
3,3,9,3,True,A,3,0
2,2,6,2,False,A,2,0
2,2,6,2,True,B,2,0
2,2,6,2,True,B,2,0
1,1,3,1,True,A,1,0
2,2,6,2,True,B,2,0
1,1,3,1,True,B,1,0
4,4,12,3,True,B,4,0
2,2,6,2,True,B,2,0
1,1,4,1,True,A,1,0
1,1,3,1,True,B,1,0
2,2,6,2,True,B,2,0
2,2,6,2,True,A,2,0
2,2,6,2,True,A,2,0
5,5,16,4,True,B,5,0
1,1,3,1,True,A,1,0
2,2,6,2,False,B,2,0
1,1,3,1,True,A,1,0
1,1,3,1,True,A,1,0
2,2,6,2,True,B,2,0
1,1,3,1,True,B,1,0
4,4,13,3,True,A,4,0
1,1,3,1,True,B,1,0
2,2,6,2,False,B,2,0
2,2,6,2,True,B,2,0
1,1,3,1,True,B,1,0
3,3,10,3,True,A,3,0
3,3,9,3,True,B,3,0
3,3,9,2,True,A,3,0
3,3,10,2,True,B,3,0
4,4,12,3,True,B,4,0
1,1,3,1,True,A,1,0
2,2,6,2,True,B,2,0
1,1,3,1,True,A,1,0
1,1,3,1,True,A,1,0
2,2,6,2,True,A,2,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
1,1,3,1,True,A,1,0
3,3,9,3,True,A,3,0
1,1,3,1,False,B,1,0
1,1,3,1,True,A,1,0
1,1,3,1,True,A,1,0
6,6,18,4,True,B,6,0
1,1,3,1,True,B,1,0
2,2,6,2,True,B,2,0
2,2,7,2,True,B,2,0
1,1,3,1,True,B,1,0
5,5,15,3,True,A,5,0
1,1,3,1,True,B,1,0
2,2,6,2,True,B,2,0
1,1,3,1,True,B,1,0
3,3,10,2,True,B,3,0
13,13,42,8,False,B,9,4
5,5,15,4,True,B,5,0
2,2,6,2,True,B,2,0
3,3,9,3,True,B,3,0
4,4,14,3,True,B,4,0
4,4,12,3,True,B,4,0
5,5,16,3,True,A,5,0
2,2,6,2,True,B,2,0
5,5,15,4,True,A,5,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
1,1,3,1,True,A,1,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
5,5,15,4,False,A,5,0
1,1,3,1,True,B,1,0
2,2,7,2,True,B,2,0
2,2,6,2,True,B,2,0
2,2,6,2,True,B,2,0
1,1,3,1,True,A,1,0
6,6,20,5,True,A,6,0
1,1,3,1,True,A,1,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
1,1,3,1,True,A,1,0
2,2,6,2,True,B,2,0
2,2,6,2,True,B,2,0
4,4,12,4,False,B,4,0
1,1,3,1,True,A,1,0
10,10,30,8,True,B,10,0
1,1,3,1,True,A,1,0
4,4,12,3,True,A,4,0
1,1,3,1,True,B,1,0
1,1,4,1,True,B,1,0
1,1,4,1,True,A,1,0
4,4,12,4,False,A,4,0
2,2,6,2,True,A,2,0
1,1,3,1,True,A,1,0
3,3,9,3,False,B,3,0
1,1,3,1,True,B,1,0
3,3,9,3,False,A,3,0
11,11,33,9,True,B,11,0
1,1,3,1,True,B,1,0
1,1,4,1,True,B,1,0
6,6,19,4,True,A,6,0
2,2,6,2,True,B,2,0
3,3,10,2,True,A,3,0
2,2,6,2,True,A,2,0
3,3,10,2,False,A,3,0
1,1,3,1,True,A,1,0
3,3,9,3,False,A,3,0
3,3,9,2,True,B,3,0
1,1,3,1,True,A,1,0
2,2,7,2,True,A,2,0
3,3,11,3,True,A,2,1
2,2,6,2,True,A,2,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
2,2,6,2,True,A,2,0
10,10,31,7,True,A,10,0
3,3,11,3,True,A,1,2
1,1,3,1,True,B,1,0
1,1,3,1,True,A,1,0
2,2,7,2,True,B,2,0
1,1,3,1,True,A,1,0
1,1,3,1,True,A,1,0
4,4,13,3,True,B,4,0
2,2,6,2,True,A,2,0
3,3,9,3,True,A,3,0
2,2,6,2,True,A,2,0
3,3,9,2,True,B,3,0
4,4,12,4,True,A,4,0
4,4,12,3,True,A,4,0
1,1,3,1,True,A,1,0
1,1,3,1,True,A,1,0
5,5,15,4,True,A,5,0
1,1,3,1,True,B,1,0
8,8,26,5,True,A,8,0
1,1,3,1,True,A,1,0
2,2,7,2,True,B,2,0
2,2,6,2,True,A,2,0
5,5,15,3,True,B,5,0
2,2,6,2,True,B,2,0
5,5,15,4,True,A,5,0
1,1,3,1,True,A,1,0
3,3,9,3,True,A,3,0
3,3,9,3,False,B,3,0
1,1,3,1,True,B,1,0
2,2,6,2,True,A,2,0
2,2,6,2,True,B,2,0
1,1,4,1,True,B,1,0
1,1,3,1,True,A,1,0
1,1,3,1,True,A,1,0
6,7,21,4,True,B,7,0
8,8,24,6,True,A,8,0
1,1,3,1,True,B,1,0
2,2,6,2,True,A,2,0
2,2,6,2,True,B,2,0
3,3,9,2,False,B,3,0
1,1,3,1,True,B,1,0
3,3,10,3,True,A,3,0
1,1,3,1,True,B,1,0
1,1,3,1,True,A,1,0
9,9,29,9,False,A,3,6
1,1,3,1,True,A,1,0
3,3,10,3,True,A,3,0
2,2,6,2,True,A,2,0
2,2,6,2,True,A,2,0
3,3,9,3,True,A,3,0
4,4,13,3,True,B,4,0
1,1,3,1,True,B,1,0
11,12,37,6,True,A,12,0
2,2,6,2,True,A,2,0
3,3,9,2,True,A,3,0
2,2,6,2,True,B,2,0
3,3,10,3,True,B,3,0
2,2,6,2,True,A,2,0
3,3,9,2,True,A,3,0
5,5,17,3,True,A,4,1
10,10,31,6,True,A,10,0
1,1,3,1,True,A,1,0
1,1,3,1,True,A,1,0
2,2,6,2,False,B,2,0
4,4,12,3,True,B,4,0
2,2,6,2,True,A,2,0
5,5,15,5,True,B,5,0
4,4,12,4,True,B,4,0
3,3,10,2,True,A,3,0
4,4,12,4,False,A,4,0
5,5,16,4,False,B,5,0
1,1,3,1,True,A,1,0
1,1,3,1,True,A,1,0
2,2,6,2,True,A,2,0
1,1,4,1,True,B,1,0
1,1,3,1,True,A,1,0
2,2,6,2,True,A,2,0
2,2,6,2,True,A,2,0
5,5,16,4,True,A,5,0
8,8,24,5,False,B,8,0
1,1,3,1,True,A,1,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
1,1,4,1,True,B,1,0
2,2,6,2,True,A,2,0
2,2,6,2,False,B,2,0
7,7,21,6,True,A,7,0
1,1,3,1,True,B,1,0
1,1,3,1,True,A,1,0
3,3,9,2,True,A,3,0
3,3,9,2,True,B,3,0
2,2,6,2,True,B,2,0
6,6,18,5,True,A,6,0
2,2,6,2,True,A,2,0
1,1,3,1,True,B,1,0
6,6,18,4,True,B,6,0
9,9,27,6,True,A,9,0
6,7,21,4,True,A,7,0
3,3,9,2,True,A,3,0
6,6,20,5,False,A,6,0
2,2,6,2,True,B,2,0
2,2,6,2,True,B,2,0
1,1,3,1,True,B,1,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
1,1,3,1,True,B,1,0
2,2,6,2,True,B,2,0
5,5,17,3,True,B,4,1
7,7,21,6,True,A,7,0
2,2,6,2,True,A,2,0
7,7,21,7,True,A,7,0
1,1,3,1,True,B,1,0
6,6,19,4,True,B,6,0
2,2,6,2,True,A,2,0
3,3,9,3,True,A,3,0
3,3,10,3,False,B,3,0
6,6,19,6,False,A,6,0
4,4,12,4,True,B,4,0
1,1,4,1,True,B,1,0
1,1,4,1,True,A,1,0
8,8,27,7,True,B,2,6
4,4,15,3,True,A,3,1
2,2,7,2,True,B,2,0
2,2,6,2,True,A,2,0
1,1,3,1,True,B,1,0
5,5,16,5,False,B,5,0
2,2,6,2,True,B,2,0
1,1,3,1,True,B,1,0
3,3,9,3,True,A,3,0
1,1,3,1,True,B,1,0
1,1,3,1,True,B,1,0
2,2,6,2,True,B,2,0
1,1,3,1,True,A,1,0
2,2,6,2,True,A,2,0
2,2,6,2,True,A,2,0
1,1,3,1,False,A,1,0
1,1,3,1,True,A,1,0
4,4,13,4,True,B,4,0
1,1,3,1,True,A,1,0
2,2,6,2,True,A,2,0
2,2,6,2,True,B,2,0
1,1,3,1,True,B,1,0
2,2,6,2,True,B,2,0
3,3,9,3,True,A,3,0
3,3,10,3,True,A,3,0
2,2,6,2,True,B,2,0
2,2,6,2,False,A,2,0
8,8,24,5,True,A,8,0
2,2,6,2,True,A,2,0
7,7,23,4,True,A,7,0
2,2,6,2,True,B,2,0
1,1,3,1,True,B,1,0
3,3,9,2,True,A,3,0
6,6,18,4,True,B,6,0
1,1,3,1,True,B,1,0
4,4,12,3,True,B,4,0
1,1,3,1,False,A,1,0
8,8,27,6,True,B,2,6
3,3,9,2,True,B,3,0
7,7,21,5,True,B,7,0
1,1,3,1,True,B,1,0
8,8,25,7,False,B,8,0
2,2,7,2,True,B,2,0
8,11,33,8,True,B,11,0
1,1,3,1,True,A,1,0
4,4,12,4,False,B,4,0
4,4,12,4,True,A,4,0
1,1,3,1,True,A,1,0
2,2,6,2,True,A,2,0
2,2,6,2,True,A,2,0
1,1,4,1,True,B,1,0
1,1,3,1,True,B,1,0
4,4,12,4,True,B,4,0
2,2,6,2,True,A,2,0
3,3,11,3,False,B,2,1
2,2,6,2,True,A,2,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
1,1,3,1,True,A,1,0
5,5,15,5,True,A,5,0
1,1,3,1,False,B,1,0
6,7,21,3,True,B,7,0
4,4,12,4,False,A,4,0
5,6,19,3,True,A,6,0
6,6,18,4,True,A,6,0
4,4,12,4,True,B,4,0
2,2,6,2,False,B,2,0
1,1,3,1,True,A,1,0
2,2,6,2,True,A,2,0
5,6,18,3,True,A,6,0
4,4,14,4,True,B,2,2
1,1,3,1,True,A,1,0
4,4,12,4,True,B,4,0
3,3,11,2,True,B,2,1
4,4,14,3,True,A,3,1
8,8,26,5,True,B,7,1
2,2,6,2,True,B,2,0
3,3,9,3,True,A,3,0
2,2,6,2,True,A,2,0
5,5,15,4,True,A,5,0
1,1,3,1,True,B,1,0
11,11,35,6,True,A,5,6
2,2,6,2,True,A,2,0
4,4,12,4,True,B,4,0
1,1,4,1,True,A,1,0
2,2,7,2,False,A,2,0
4,4,12,3,False,B,4,0
6,6,18,5,True,B,6,0
8,8,24,5,False,A,8,0
1,1,3,1,True,A,1,0
3,3,9,3,True,B,3,0
3,3,9,3,True,B,3,0
1,1,3,1,True,B,1,0
1,1,4,1,True,A,1,0
1,1,3,1,True,A,1,0
1,1,4,1,True,B,1,0
1,1,3,1,True,A,1,0
6,6,19,5,True,B,6,0
1,1,3,1,True,A,1,0
2,2,6,2,False,A,2,0
15,15,47,9,False,B,14,1
3,3,9,3,True,B,3,0
2,2,6,2,True,B,2,0
7,7,22,5,True,A,7,0
1,1,3,1,True,B,1,0
1,1,3,1,True,B,1,0
1,1,3,1,True,B,1,0
10,10,33,8,True,B,2,8
1,1,3,1,True,A,1,0
10,10,31,7,False,B,10,0
1,1,3,1,True,B,1,0
4,4,13,4,False,A,4,0
17,17,55,10,True,A,15,2
1,1,3,1,True,B,1,0
12,13,40,6,True,B,13,0
1,1,3,1,True,B,1,0
3,3,9,3,False,B,3,0
2,2,6,2,True,B,2,0
2,2,6,2,True,A,2,0
3,3,9,2,True,A,3,0
1,1,3,1,True,B,1,0
3,3,9,3,True,A,3,0
2,2,6,2,True,B,2,0
3,3,10,3,True,A,3,0
3,3,10,2,True,A,3,0
4,4,13,4,True,A,4,0
1,1,3,1,True,B,1,0
1,1,3,1,True,A,1,0
2,2,6,2,True,A,2,0
6,6,18,5,True,A,6,0
3,3,10,2,True,B,3,0
12,12,40,8,False,A,8,4
3,3,9,3,True,A,3,0
1,1,3,1,True,B,1,0
2,2,6,2,True,B,2,0
3,3,10,2,True,A,3,0
4,4,12,3,True,A,4,0
1,1,3,1,True,B,1,0
2,2,6,2,True,B,2,0
1,1,3,1,True,A,1,0
5,5,16,5,True,B,5,0
1,1,3,1,True,B,1,0
1,1,4,1,True,B,1,0
3,3,9,3,True,A,3,0
1,1,3,1,True,A,1,0
2,2,6,2,True,B,2,0
5,5,15,5,True,A,5,0
1,1,3,1,True,A,1,0
1,1,3,1,False,A,1,0
4,4,12,4,True,B,4,0
2,2,6,2,True,B,2,0
6,6,18,4,True,A,6,0
5,5,16,4,False,A,5,0
9,10,30,6,True,A,10,0
2,2,6,2,True,A,2,0
1,1,3,1,True,A,1,0
7,7,22,5,True,A,7,0
1,1,3,1,True,B,1,0
1,1,3,1,True,B,1,0
1,1,3,1,False,B,1,0
4,4,12,3,True,B,4,0
1,1,3,1,True,B,1,0
1,1,3,1,True,A,1,0
11,11,35,9,False,A,10,1
1,1,3,1,True,B,1,0
2,2,6,2,True,A,2,0
1,1,3,1,True,A,1,0
5,5,18,3,True,A,3,2
1,1,3,1,True,B,1,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
3,3,9,3,True,A,3,0
2,2,6,2,True,A,2,0
2,2,6,2,False,A,2,0
3,3,9,3,True,B,3,0
2,2,6,2,True,B,2,0
3,3,9,3,True,B,3,0
1,1,4,1,True,A,1,0
3,3,9,2,True,A,3,0
1,1,3,1,True,B,1,0
2,2,7,2,True,B,2,0
2,2,6,2,True,B,2,0
1,1,3,1,True,B,1,0
1,1,3,1,True,A,1,0
5,5,15,5,False,B,5,0
5,5,15,4,True,A,5,0
3,3,9,3,True,A,3,0
1,1,3,1,True,B,1,0
1,1,4,1,False,A,1,0
2,2,6,2,True,A,2,0
11,11,34,8,False,B,11,0
3,3,11,3,True,B,1,2
8,8,25,5,True,A,8,0
1,1,3,1,True,A,1,0
7,7,21,4,True,A,7,0
2,2,6,2,True,B,2,0
6,6,18,4,True,A,6,0
4,4,13,3,True,A,4,0
4,4,12,4,True,A,4,0
1,1,3,1,True,B,1,0
2,2,6,2,True,B,2,0
1,1,3,1,True,B,1,0
14,14,42,8,True,A,14,0
2,2,6,2,True,B,2,0
1,1,3,1,True,A,1,0
4,4,12,4,True,B,4,0
1,1,3,1,True,B,1,0
23,23,72,11,True,B,17,6
1,1,3,1,True,B,1,0
3,3,9,3,True,A,3,0
11,11,33,8,True,A,11,0
3,3,9,2,True,A,3,0
1,1,3,1,True,B,1,0
2,2,6,2,True,A,2,0
2,2,8,2,True,B,1,1
2,2,6,2,True,B,2,0
1,1,3,1,True,B,1,0
1,1,4,1,True,A,1,0
2,2,6,2,True,B,2,0
5,5,15,4,True,A,5,0
14,14,42,7,False,A,14,0
2,2,6,2,True,B,2,0
2,2,6,2,True,B,2,0
4,4,12,4,True,A,4,0
1,1,3,1,True,A,1,0
6,6,18,6,True,A,6,0
9,9,28,6,True,A,9,0
5,5,16,3,True,A,5,0
5,5,15,5,True,B,5,0
6,6,21,4,True,A,5,1
5,5,15,4,True,A,5,0
5,5,15,3,True,B,5,0
2,2,6,2,False,B,2,0
2,2,6,2,True,B,2,0
5,5,16,5,True,A,5,0
5,5,15,4,False,A,5,0
2,2,6,2,True,B,2,0
25,25,79,16,False,B,24,1
2,2,6,2,True,A,2,0
2,2,6,2,True,B,2,0
1,1,3,1,False,B,1,0
5,5,15,4,False,A,5,0
4,4,13,3,True,A,4,0
4,4,12,4,True,A,4,0
10,11,34,5,False,B,11,0
2,2,6,2,True,B,2,0
6,6,18,5,True,B,6,0
2,2,6,2,True,A,2,0
4,4,12,3,True,B,4,0
26,26,82,10,False,B,26,0
5,5,17,5,True,B,5,0
29,29,87,13,True,B,29,0
4,4,13,3,True,A,4,0
3,3,9,2,True,B,3,0
4,4,12,3,True,B,4,0
5,5,17,4,True,A,3,2
2,2,6,2,True,B,2,0
2,2,6,2,True,A,2,0
1,1,3,1,True,A,1,0
2,2,6,2,True,A,2,0
39,39,121,15,False,B,39,0
1,1,4,1,True,A,1,0
4,4,12,3,True,B,4,0
2,2,7,2,True,A,2,0
17,17,52,8,False,B,17,0
1,1,3,1,True,B,1,0
3,3,9,3,True,B,3,0
3,3,11,3,True,B,2,1
1,1,3,1,True,A,1,0
3,3,9,3,True,B,3,0
1,1,3,1,True,B,1,0
1,1,3,1,True,B,1,0
4,4,13,4,False,A,4,0
2,2,6,2,True,A,2,0
10,10,33,7,True,A,10,0
2,2,6,2,True,B,2,0
2,2,6,2,True,A,2,0
4,4,13,3,False,A,4,0
1,1,3,1,True,A,1,0
2,2,6,2,True,A,2,0
2,2,6,2,True,B,2,0
5,5,16,4,False,B,5,0
7,7,21,7,True,A,7,0
7,7,22,5,True,B,7,0
11,11,35,5,False,A,11,0
1,1,3,1,True,A,1,0
7,7,21,7,True,A,7,0
1,1,3,1,True,B,1,0
3,3,9,3,True,A,3,0
2,2,6,2,True,A,2,0
2,2,6,2,True,B,2,0
6,6,21,5,False,A,5,1
3,3,9,3,True,A,3,0
2,2,6,2,True,B,2,0
1,1,3,1,True,B,1,0
2,2,6,2,True,B,2,0
2,2,6,2,True,B,2,0
5,5,16,4,True,A,5,0
4,4,12,3,True,A,4,0
4,4,13,3,True,A,4,0
1,1,3,1,True,A,1,0
1,1,3,1,False,B,1,0
4,4,13,4,True,B,4,0
1,1,3,1,True,A,1,0
4,5,15,3,True,A,5,0
1,1,3,1,True,A,1,0
1,1,3,1,True,A,1,0
2,2,6,2,True,B,2,0
10,10,33,7,False,B,8,2
5,5,16,4,True,B,5,0
1,1,3,1,True,A,1,0
4,4,12,3,False,B,4,0
15,15,46,11,True,A,15,0
11,11,35,8,True,A,4,7
12,12,36,8,True,B,12,0
2,2,6,2,True,A,2,0
3,3,9,3,True,B,3,0
5,5,15,5,True,B,5,0
4,4,12,3,True,A,4,0
3,3,9,3,True,B,3,0
3,3,9,3,True,A,3,0
4,4,12,3,True,A,4,0
6,6,18,4,True,A,6,0
2,2,6,2,True,A,2,0
4,4,13,4,True,A,4,0
20,20,60,8,False,B,20,0
3,3,9,2,True,B,3,0
43,43,134,18,True,B,31,12
3,3,9,3,True,A,3,0
2,2,6,2,True,B,2,0
1,1,3,1,True,B,1,0
6,6,19,6,True,B,6,0
7,7,24,6,False,B,4,3
10,10,30,7,True,A,10,0
1,1,3,1,True,A,1,0
3,3,10,3,True,A,3,0
28,28,88,11,False,A,20,8
3,3,9,3,True,A,3,0
1,1,3,1,False,B,1,0
2,2,6,2,True,B,2,0
3,3,10,3,True,B,3,0
3,3,9,3,False,A,3,0
1,1,3,1,True,A,1,0
