A,S,G,T,B,I_g,S_local,S_inf
1,1,3,1,True,A,1,0
2,2,6,2,True,B,2,0
6,6,18,5,True,B,6,0
2,2,6,2,True,B,2,0
2,2,6,2,True,B,2,0
3,3,9,3,True,A,3,0
1,1,3,1,False,B,1,0
4,4,12,3,True,B,4,0
1,1,3,1,True,A,1,0
3,3,9,2,True,A,3,0
1,1,3,1,True,A,1,0
2,2,6,2,True,B,2,0
1,1,3,1,True,A,1,0
4,4,12,3,True,B,4,0
3,3,9,3,True,B,3,0
1,1,3,1,True,B,1,0
1,1,3,1,True,A,1,0
3,3,9,3,True,A,3,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
4,4,12,3,True,A,4,0
6,6,18,4,True,B,6,0
1,1,3,1,True,B,1,0
5,5,15,4,True,B,5,0
1,1,3,1,True,B,1,0
1,1,3,1,True,B,1,0
2,2,6,2,True,B,2,0
1,1,3,1,True,B,1,0
1,1,3,1,True,A,1,0
3,3,9,2,False,B,3,0
1,1,3,1,True,A,1,0
3,3,9,2,False,A,3,0
1,1,3,1,True,B,1,0
2,2,6,2,True,B,2,0
4,4,12,4,True,A,4,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
2,2,6,2,True,A,2,0
1,1,3,1,True,B,1,0
2,2,6,2,True,B,2,0
2,2,6,2,True,A,2,0
2,2,6,2,True,B,2,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
1,1,3,1,True,B,1,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
4,4,12,3,True,A,4,0
2,2,6,2,True,B,2,0
4,5,15,3,True,B,5,0
1,1,3,1,True,B,1,0
2,2,6,2,True,A,2,0
1,1,3,1,True,B,1,0
4,4,12,3,True,B,4,0
9,9,27,7,True,B,9,0
4,4,12,4,True,B,4,0
2,2,6,2,True,A,2,0
1,1,3,1,True,B,1,0
1,1,3,1,True,A,1,0
1,1,3,1,True,A,1,0
1,1,3,1,True,A,1,0
2,2,6,2,True,A,2,0
3,3,9,2,True,A,3,0
2,2,6,2,True,A,2,0
2,2,6,2,True,B,2,0
2,2,6,2,True,B,2,0
1,1,3,1,True,B,1,0
2,2,6,2,True,A,2,0
2,2,6,2,True,B,2,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
1,1,3,1,True,B,1,0
13,13,39,11,True,A,13,0
1,1,3,1,True,B,1,0
3,3,9,2,False,A,3,0
3,3,9,3,True,A,3,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
1,1,3,1,True,B,1,0
5,6,18,3,True,B,6,0
5,5,15,4,True,B,5,0
2,2,6,2,True,A,2,0
1,1,3,1,True,A,1,0
5,5,15,5,True,A,5,0
13,13,39,9,False,A,13,0
6,6,18,4,True,A,6,0
1,1,3,1,True,B,1,0
9,10,30,5,True,A,10,0
3,3,9,2,True,B,3,0
7,7,21,5,True,A,7,0
1,1,3,1,True,B,1,0
1,1,3,1,True,A,1,0
3,3,9,3,True,A,3,0
2,2,6,2,True,B,2,0
2,2,6,2,True,B,2,0
1,1,3,1,True,A,1,0
1,1,3,1,True,A,1,0
6,6,18,5,True,B,6,0
1,1,3,1,False,B,1,0
6,7,21,3,True,B,7,0
2,2,6,2,False,B,2,0
2,2,6,2,True,B,2,0
2,2,6,2,True,A,2,0
1,1,3,1,True,B,1,0
6,6,18,5,True,A,6,0
2,2,6,2,True,B,2,0
1,1,3,1,True,B,1,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
1,1,3,1,True,B,1,0
1,1,3,1,True,B,1,0
4,4,12,3,True,A,4,0
2,2,6,2,True,B,2,0
1,1,3,1,False,B,1,0
10,10,30,5,True,A,10,0
1,1,3,1,True,A,1,0
4,4,12,4,True,B,4,0
4,5,15,3,True,A,5,0
1,1,3,1,True,A,1,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
3,3,9,3,True,B,3,0
1,1,3,1,True,B,1,0
2,2,6,2,True,A,2,0
3,3,9,3,True,A,3,0
1,1,3,1,True,B,1,0
1,1,3,1,True,B,1,0
4,4,12,4,True,B,4,0
2,2,6,2,True,B,2,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
4,4,12,4,False,B,4,0
2,2,6,2,True,B,2,0
1,1,3,1,True,A,1,0
4,4,12,4,True,A,4,0
7,7,21,5,False,A,7,0
1,1,3,1,True,A,1,0
4,4,12,3,True,A,4,0
8,8,24,5,True,B,8,0
1,1,3,1,True,A,1,0
3,3,9,2,False,B,3,0
1,1,3,1,True,A,1,0
3,3,9,3,False,A,3,0
1,1,3,1,False,A,1,0
2,2,6,2,True,B,2,0
4,4,12,3,True,B,4,0
3,3,9,3,True,B,3,0
1,1,3,1,True,A,1,0
2,2,6,2,False,A,2,0
1,1,3,1,True,B,1,0
2,2,6,2,True,B,2,0
3,3,9,3,True,A,3,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
4,4,12,4,True,B,4,0
1,1,3,1,True,B,1,0
3,3,9,3,True,B,3,0
1,1,3,1,True,B,1,0
1,1,3,1,True,B,1,0
3,3,9,3,True,A,3,0
3,3,9,3,True,A,3,0
1,1,3,1,True,A,1,0
2,2,6,2,True,A,2,0
2,2,6,2,True,B,2,0
2,2,6,2,True,A,2,0
2,2,6,2,True,A,2,0
1,1,3,1,True,A,1,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
2,2,6,2,True,B,2,0
2,2,6,2,True,A,2,0
2,2,6,2,False,B,2,0
3,3,9,2,True,B,3,0
4,5,15,3,True,B,5,0
1,1,3,1,True,B,1,0
6,6,18,5,True,A,6,0
5,5,15,5,True,B,5,0
11,11,33,9,True,A,11,0
1,1,3,1,True,A,1,0
5,5,15,5,True,B,5,0
3,3,9,2,True,A,3,0
2,2,6,2,False,B,2,0
13,13,39,10,False,B,13,0
5,5,15,4,True,B,5,0
3,3,9,2,True,A,3,0
1,1,3,1,True,A,1,0
5,6,18,3,True,B,6,0
1,1,3,1,True,B,1,0
1,1,3,1,True,B,1,0
3,3,9,3,True,B,3,0
2,2,6,2,True,B,2,0
2,2,6,2,True,B,2,0
2,2,6,2,True,A,2,0
6,6,18,5,True,B,6,0
5,5,15,3,True,B,5,0
4,4,12,4,True,B,4,0
2,2,6,2,True,B,2,0
2,2,6,2,True,B,2,0
5,5,15,4,True,B,5,0
3,3,9,2,True,A,3,0
1,1,3,1,True,B,1,0
1,1,3,1,True,A,1,0
2,2,6,2,True,B,2,0
5,5,16,4,True,B,5,0
1,1,3,1,True,B,1,0
3,3,9,3,True,A,3,0
3,3,9,3,True,A,3,0
1,1,3,1,True,B,1,0
1,1,3,1,True,B,1,0
2,2,6,2,True,A,2,0
4,4,12,3,True,A,4,0
7,8,24,4,True,A,8,0
2,2,6,2,True,A,2,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
1,1,3,1,True,B,1,0
3,3,9,2,True,A,3,0
11,11,33,7,True,B,11,0
10,10,30,7,True,B,10,0
1,1,3,1,True,B,1,0
3,3,9,3,True,A,3,0
2,2,6,2,True,A,2,0
2,2,6,2,True,B,2,0
3,3,9,2,True,A,3,0
1,1,3,1,True,A,1,0
1,1,3,1,True,A,1,0
2,2,6,2,True,B,2,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
1,1,3,1,True,B,1,0
1,1,3,1,True,B,1,0
2,2,6,2,True,B,2,0
3,3,9,3,True,A,3,0
2,2,6,2,True,A,2,0
1,1,3,1,True,B,1,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
2,2,6,2,True,A,2,0
1,1,3,1,True,A,1,0
3,3,9,3,True,A,3,0
1,1,3,1,True,B,1,0
1,1,3,1,True,B,1,0
1,1,3,1,False,A,1,0
1,1,3,1,True,B,1,0
6,6,18,4,False,B,6,0
2,2,6,2,True,B,2,0
3,3,10,2,True,A,3,0
1,1,3,1,True,B,1,0
3,3,9,2,True,A,3,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
3,3,9,3,True,B,3,0
3,3,9,2,True,A,3,0
2,2,6,2,True,B,2,0
1,1,3,1,True,B,1,0
5,5,15,4,True,B,5,0
6,6,18,4,True,B,6,0
2,2,6,2,True,B,2,0
8,8,24,8,True,B,8,0
7,7,21,5,True,B,7,0
5,5,15,3,True,A,5,0
1,1,3,1,False,B,1,0
1,1,3,1,True,A,1,0
1,1,3,1,True,A,1,0
6,6,18,4,True,A,6,0
1,1,3,1,True,B,1,0
2,2,6,2,True,A,2,0
2,2,6,2,True,B,2,0
1,1,3,1,True,B,1,0
1,1,3,1,True,B,1,0
4,4,12,3,True,A,4,0
3,3,9,2,True,A,3,0
2,2,6,2,True,B,2,0
2,2,6,2,True,A,2,0
8,10,30,4,True,B,10,0
8,8,24,7,False,B,8,0
5,5,15,3,False,A,5,0
2,2,6,2,True,A,2,0
9,9,27,9,True,A,9,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
2,2,6,2,True,A,2,0
2,2,6,2,True,B,2,0
1,1,3,1,True,A,1,0
1,1,3,1,True,A,1,0
1,1,3,1,True,A,1,0
3,3,9,3,True,B,3,0
3,3,9,3,True,B,3,0
1,1,3,1,True,A,1,0
4,4,12,3,True,A,4,0
3,3,9,3,True,A,3,0
8,8,24,7,True,A,8,0
1,1,3,1,True,B,1,0
1,1,3,1,True,A,1,0
2,2,6,2,True,A,2,0
6,6,18,5,False,A,6,0
1,1,3,1,True,B,1,0
1,1,3,1,True,A,1,0
1,1,3,1,True,A,1,0
3,3,9,2,True,A,3,0
2,2,6,2,True,B,2,0
2,2,6,2,True,B,2,0
1,1,3,1,True,A,1,0
3,3,9,2,True,A,3,0
7,7,21,4,True,B,7,0
1,1,3,1,True,B,1,0
1,1,3,1,True,B,1,0
2,2,6,2,True,A,2,0
1,1,3,1,True,A,1,0
1,1,3,1,True,A,1,0
2,2,6,2,True,B,2,0
1,1,3,1,True,A,1,0
6,6,19,5,True,B,6,0
8,8,24,7,False,B,8,0
6,6,18,4,True,B,6,0
1,1,3,1,True,B,1,0
3,3,9,3,False,A,3,0
7,7,21,5,True,B,7,0
3,3,9,2,True,A,3,0
2,2,6,2,True,B,2,0
11,11,33,5,True,B,11,0
1,1,3,1,True,B,1,0
3,3,9,3,True,B,3,0
1,1,3,1,True,A,1,0
4,4,12,4,False,A,4,0
1,1,3,1,True,B,1,0
1,1,3,1,True,B,1,0
3,3,9,3,True,A,3,0
1,1,3,1,True,B,1,0
1,1,3,1,True,A,1,0
11,11,33,6,True,B,11,0
3,3,9,3,True,A,3,0
1,1,3,1,True,B,1,0
1,1,3,1,True,A,1,0
7,7,21,4,True,A,7,0
1,1,3,1,True,B,1,0
1,1,3,1,True,A,1,0
1,1,3,1,True,A,1,0
6,6,18,5,True,A,6,0
2,2,6,2,True,B,2,0
3,3,9,3,True,B,3,0
4,4,12,3,True,A,4,0
5,5,15,5,True,A,5,0
8,8,24,7,True,B,8,0
2,2,6,2,True,A,2,0
1,1,3,1,True,A,1,0
3,3,9,3,True,A,3,0
5,5,15,5,True,B,5,0
6,6,18,4,True,A,6,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
4,4,12,3,True,A,4,0
4,4,12,3,True,A,4,0
1,1,3,1,True,B,1,0
6,6,18,3,True,A,6,0
1,1,3,1,True,B,1,0
1,1,3,1,True,A,1,0
1,1,3,1,True,A,1,0
1,1,3,1,True,A,1,0
5,5,15,4,True,B,5,0
4,4,12,3,True,B,4,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
4,4,12,3,True,A,4,0
1,1,3,1,True,A,1,0
2,2,6,2,True,A,2,0
4,4,12,4,True,B,4,0
1,1,3,1,True,A,1,0
7,7,21,5,False,A,7,0
2,2,6,2,True,A,2,0
5,5,15,4,True,B,5,0
6,6,18,6,False,B,6,0
3,3,9,3,True,B,3,0
2,2,6,2,True,B,2,0
5,5,15,5,True,A,5,0
2,2,6,2,True,A,2,0
5,5,15,5,True,B,5,0
2,2,6,2,True,A,2,0
22,25,75,9,False,B,25,0
4,4,12,3,True,A,4,0
3,3,9,3,True,A,3,0
1,1,3,1,True,A,1,0
5,5,15,5,True,A,5,0
4,4,12,3,True,A,4,0
6,6,18,5,False,B,6,0
3,3,9,2,True,A,3,0
2,2,6,2,True,A,2,0
1,1,3,1,True,B,1,0
5,5,15,4,True,A,5,0
5,5,15,4,True,B,5,0
2,2,6,2,True,A,2,0
4,4,13,3,True,A,4,0
2,2,6,2,True,B,2,0
2,2,6,2,False,A,2,0
7,7,21,5,True,B,7,0
5,5,15,4,True,A,5,0
5,5,15,4,True,B,5,0
5,5,15,3,True,A,5,0
1,1,3,1,True,B,1,0
2,2,6,2,True,B,2,0
1,1,3,1,True,B,1,0
47,49,147,17,False,B,49,0
1,1,3,1,True,B,1,0
3,3,9,3,True,B,3,0
13,13,39,7,True,A,13,0
8,8,24,6,False,A,8,0
2,2,6,2,False,A,2,0
22,22,66,8,True,A,22,0
4,4,12,3,True,A,4,0
2,2,6,2,True,A,2,0
7,7,21,5,True,A,7,0
1,1,3,1,True,A,1,0
1,1,3,1,False,A,1,0
1,1,3,1,True,B,1,0
2,2,6,2,True,A,2,0
4,4,12,3,True,A,4,0
5,5,15,4,True,A,5,0
1,1,3,1,True,A,1,0
18,18,54,9,True,B,18,0
1,1,3,1,True,A,1,0
2,2,6,2,True,A,2,0
3,3,9,3,True,A,3,0
3,3,9,3,True,A,3,0
3,3,9,3,True,B,3,0
3,3,9,3,True,B,3,0
6,6,18,4,True,A,6,0
1,1,3,1,True,A,1,0
7,7,21,6,True,A,7,0
6,7,21,3,True,B,7,0
2,2,6,2,True,A,2,0
7,7,21,5,True,A,7,0
6,6,18,3,True,B,6,0
13,13,39,8,True,A,13,0
17,17,51,14,True,B,17,0
5,5,15,5,True,B,5,0
4,4,12,4,True,B,4,0
24,24,72,10,True,A,24,0
14,14,42,11,True,A,14,0
1,1,3,1,True,A,1,0
1,1,3,1,True,A,1,0
2,2,6,2,True,A,2,0
1,1,3,1,True,A,1,0
20,20,60,10,True,A,20,0
15,15,45,6,True,A,15,0
27,28,84,15,True,B,28,0
15,15,45,8,True,B,15,0
2,2,6,2,True,B,2,0
1,1,3,1,True,A,1,0
11,11,33,6,True,A,11,0
1,1,3,1,True,A,1,0
1,1,3,1,True,A,1,0
1,1,3,1,True,A,1,0
2,2,6,2,True,A,2,0
7,7,21,5,True,A,7,0
4,4,12,3,True,B,4,0
3,3,9,3,True,B,3,0
4,4,12,4,True,B,4,0
1,1,3,1,True,B,1,0
1,1,3,1,True,B,1,0
2,2,6,2,True,B,2,0
2,2,6,2,True,B,2,0
9,9,27,5,False,B,9,0
2,2,6,2,True,B,2,0
1,1,3,1,True,B,1,0
3,3,9,2,True,B,3,0
2,2,6,2,True,B,2,0
2,2,6,2,True,B,2,0
3,3,9,3,True,A,3,0
15,15,45,10,False,A,15,0
2,2,6,2,True,B,2,0
1,1,3,1,True,B,1,0
6,6,18,4,True,B,6,0
2,2,6,2,True,A,2,0
6,6,18,5,False,B,6,0
2,2,6,2,True,A,2,0
1,1,3,1,True,B,1,0
12,12,36,6,True,A,12,0
1,1,3,1,True,B,1,0
1,1,3,1,True,B,1,0
1,1,3,1,True,B,1,0
4,4,12,3,True,B,4,0
2,2,6,2,True,B,2,0
1,1,3,1,True,A,1,0
2,2,6,2,True,A,2,0
2,2,6,2,False,A,2,0
1,1,3,1,True,A,1,0
2,2,6,2,True,B,2,0
1,1,3,1,True,A,1,0
2,2,6,2,True,A,2,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
3,3,9,3,True,A,3,0
2,2,6,2,True,A,2,0
5,5,15,3,True,B,5,0
4,4,12,3,True,A,4,0
4,4,12,3,True,B,4,0
2,2,6,2,True,A,2,0
5,5,15,5,True,B,5,0
1,1,3,1,True,B,1,0
10,10,30,9,True,A,10,0
6,6,18,4,True,A,6,0
10,10,30,8,True,B,10,0
16,16,48,8,True,B,16,0
3,3,9,2,True,A,3,0
7,7,21,6,True,A,7,0
2,2,6,2,True,A,2,0
8,8,25,5,False,A,8,0
1,1,3,1,True,A,1,0
6,6,18,5,True,A,6,0
10,12,36,4,True,B,12,0
13,13,39,8,True,B,13,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
6,6,18,4,True,B,6,0
1,1,3,1,True,A,1,0
3,3,9,2,True,A,3,0
4,4,12,4,True,B,4,0
1,1,3,1,True,A,1,0
3,3,9,2,True,A,3,0
19,19,57,10,True,B,19,0
17,17,51,6,True,A,17,0
2,2,6,2,True,A,2,0
2,2,6,2,True,A,2,0
9,10,30,7,True,B,10,0
3,3,9,2,True,B,3,0
6,6,18,5,True,A,6,0
3,3,9,3,False,B,3,0
2,2,6,2,True,A,2,0
2,2,6,2,True,A,2,0
1,1,3,1,True,B,1,0
2,2,6,2,True,B,2,0
1,1,3,1,True,B,1,0
6,6,18,5,True,A,6,0
11,11,33,8,True,B,11,0
9,9,27,6,False,B,9,0
1,1,3,1,True,B,1,0
2,2,6,2,True,B,2,0
19,19,57,12,False,A,19,0
8,8,24,5,True,B,8,0
5,5,15,3,False,A,5,0
1,1,3,1,True,B,1,0
3,3,9,3,False,A,3,0
6,7,21,4,True,B,7,0
1,1,3,1,True,A,1,0
5,5,15,4,False,B,5,0
2,2,6,2,True,B,2,0
5,5,15,4,True,B,5,0
5,5,15,4,True,B,5,0
5,5,15,5,True,A,5,0
24,24,72,9,True,B,24,0
2,2,6,2,True,A,2,0
1,1,3,1,True,B,1,0
2,2,6,2,True,A,2,0
13,15,45,7,True,A,15,0
2,2,6,2,True,B,2,0
6,6,18,4,True,B,6,0
5,5,15,5,True,B,5,0
8,8,24,5,True,A,8,0
2,2,6,2,True,B,2,0
2,2,6,2,True,B,2,0
2,2,6,2,True,B,2,0
3,3,9,2,True,A,3,0
1,1,3,1,True,B,1,0
40,40,121,19,False,A,40,0
1,1,3,1,True,A,1,0
2,2,6,2,True,A,2,0
6,6,18,4,True,B,6,0
3,3,9,3,False,B,3,0
19,21,63,10,False,B,21,0
4,4,12,4,True,B,4,0
2,2,6,2,False,B,2,0
2,2,6,2,False,A,2,0
2,2,6,2,True,B,2,0
2,2,6,2,True,A,2,0
30,30,90,13,True,B,30,0
2,2,6,2,True,B,2,0
6,6,18,4,True,B,6,0
1,1,3,1,True,B,1,0
3,3,9,2,True,B,3,0
6,6,18,4,False,B,6,0
11,11,33,8,True,A,11,0
3,3,9,3,True,B,3,0
14,14,42,7,False,A,14,0
1,1,3,1,False,A,1,0
1,1,3,1,True,B,1,0
1,1,3,1,False,B,1,0
2,2,6,2,True,B,2,0
5,5,15,5,False,A,5,0
5,5,15,4,True,A,5,0
7,7,21,7,True,B,7,0
6,6,18,6,True,A,6,0
6,6,18,5,True,A,6,0
