A,S,G,T,B,I_g,S_local,S_inf
1,1,3,1,True,B,1,0
1,1,3,1,True,B,1,0
2,2,7,2,True,B,2,0
1,1,3,1,True,B,1,0
1,1,3,1,True,B,1,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
1,1,3,1,True,A,1,0
5,5,15,4,True,B,5,0
1,1,4,1,True,A,1,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
3,3,9,2,True,A,3,0
1,1,3,1,True,B,1,0
1,1,3,1,True,A,1,0
1,1,3,1,True,A,1,0
1,1,4,1,True,A,1,0
1,1,3,1,True,B,1,0
2,2,6,2,True,B,2,0
1,1,3,1,True,A,1,0
1,1,3,1,True,A,1,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
4,4,12,4,False,A,4,0
1,1,3,1,True,A,1,0
1,1,3,1,True,A,1,0
1,1,4,1,True,A,1,0
1,1,3,1,True,B,1,0
6,6,18,6,True,A,6,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
2,2,6,2,True,B,2,0
1,1,3,1,True,A,1,0
2,2,6,2,True,B,2,0
2,2,6,2,True,A,2,0
2,2,6,2,True,B,2,0
2,2,6,2,True,B,2,0
1,1,3,1,True,B,1,0
1,1,3,1,True,B,1,0
4,4,12,4,True,B,4,0
1,1,3,1,True,A,1,0
4,4,13,3,True,B,4,0
2,2,6,2,True,A,2,0
1,1,3,1,True,B,1,0
1,1,3,1,False,A,1,0
1,1,3,1,True,A,1,0
2,2,6,2,True,A,2,0
1,1,3,1,True,B,1,0
1,1,3,1,True,A,1,0
2,2,6,2,True,B,2,0
2,2,6,2,True,B,2,0
1,1,3,1,True,A,1,0
3,3,10,2,True,A,3,0
2,2,6,2,True,B,2,0
2,2,6,2,True,A,2,0
1,1,3,1,True,B,1,0
2,2,7,2,True,B,2,0
1,1,3,1,True,A,1,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
1,1,3,1,True,B,1,0
1,1,3,1,True,A,1,0
2,2,7,2,True,A,2,0
4,4,12,3,True,B,4,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
6,6,19,4,True,B,6,0
3,3,9,2,True,B,3,0
6,6,19,5,True,A,6,0
3,3,9,2,True,A,3,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
1,1,3,1,True,B,1,0
2,2,6,2,True,B,2,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
1,1,3,1,True,A,1,0
9,9,27,5,True,A,9,0
3,3,9,3,True,A,3,0
2,2,6,2,True,A,2,0
1,1,3,1,True,B,1,0
1,1,3,1,True,B,1,0
1,1,3,1,True,B,1,0
9,9,28,6,True,B,9,0
1,1,3,1,True,A,1,0
2,2,7,2,True,B,2,0
1,1,3,1,True,B,1,0
1,1,3,1,True,A,1,0
1,1,3,1,True,A,1,0
2,2,6,2,True,B,2,0
1,1,3,1,True,A,1,0
4,4,14,4,True,A,1,3
1,1,3,1,True,B,1,0
1,1,3,1,True,B,1,0
1,1,3,1,True,A,1,0
3,3,9,2,True,A,3,0
2,2,6,2,True,A,2,0
4,4,13,3,True,B,4,0
1,1,3,1,True,A,1,0
2,2,6,2,True,A,2,0
2,2,6,2,True,A,2,0
3,3,10,3,True,A,3,0
5,5,17,4,True,A,2,3
4,4,12,4,False,A,4,0
2,2,6,2,True,B,2,0
1,1,3,1,False,A,1,0
1,1,3,1,True,B,1,0
1,1,3,1,True,B,1,0
1,1,3,1,True,A,1,0
2,2,6,2,True,A,2,0
1,1,4,1,True,A,1,0
1,1,3,1,True,B,1,0
7,8,25,5,True,A,8,0
1,1,3,1,True,A,1,0
1,1,3,1,True,A,1,0
2,2,6,2,True,A,2,0
2,2,6,2,True,B,2,0
1,1,3,1,True,A,1,0
2,2,6,2,True,A,2,0
1,1,3,1,True,A,1,0
2,2,6,2,True,B,2,0
1,1,3,1,True,A,1,0
2,2,6,2,True,A,2,0
6,6,20,4,False,A,4,2
3,3,9,2,True,B,3,0
2,2,6,2,True,B,2,0
1,1,3,1,True,A,1,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
1,1,3,1,True,B,1,0
1,1,3,1,True,A,1,0
2,2,6,2,True,B,2,0
2,2,6,2,True,A,2,0
3,3,10,3,True,B,3,0
2,2,6,2,True,B,2,0
1,1,3,1,True,B,1,0
7,7,22,5,True,B,7,0
1,1,3,1,True,B,1,0
2,2,6,2,True,A,2,0
1,1,3,1,True,A,1,0
1,1,3,1,True,A,1,0
3,3,11,2,True,B,3,0
2,2,6,2,True,B,2,0
4,4,12,4,True,A,4,0
3,3,9,3,False,A,3,0
1,1,3,1,True,A,1,0
1,1,3,1,True,A,1,0
1,1,3,1,True,A,1,0
2,2,6,2,True,A,2,0
1,1,3,1,True,B,1,0
5,5,16,5,True,B,5,0
1,1,3,1,True,B,1,0
1,1,3,1,True,A,1,0
4,4,14,3,True,A,4,0
1,1,3,1,True,A,1,0
2,2,6,2,True,A,2,0
1,1,3,1,True,B,1,0
1,1,3,1,True,A,1,0
2,2,6,2,True,A,2,0
2,2,6,2,True,A,2,0
2,2,6,2,True,A,2,0
1,1,3,1,True,B,1,0
1,1,3,1,True,A,1,0
4,4,12,4,True,B,4,0
2,2,6,2,True,A,2,0
1,1,3,1,True,A,1,0
2,2,7,2,True,B,2,0
1,1,3,1,True,A,1,0
1,1,4,1,True,A,1,0
5,5,15,5,True,A,5,0
1,1,3,1,True,B,1,0
2,2,6,2,True,A,2,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
2,2,7,2,True,B,2,0
1,1,4,1,True,B,1,0
1,1,3,1,True,B,1,0
4,4,12,4,True,B,4,0
2,2,6,2,True,B,2,0
2,2,6,2,True,B,2,0
2,2,6,2,True,B,2,0
6,6,18,4,True,B,6,0
5,5,15,5,True,A,5,0
1,1,3,1,True,A,1,0
3,3,10,3,True,A,3,0
1,1,3,1,True,A,1,0
2,2,6,2,True,B,2,0
1,1,4,1,True,A,1,0
1,1,4,1,True,B,1,0
5,5,15,4,True,B,5,0
2,2,6,2,True,A,2,0
1,1,3,1,True,A,1,0
1,1,3,1,True,A,1,0
5,5,15,4,True,A,5,0
1,1,4,1,True,A,1,0
2,2,6,2,True,B,2,0
2,2,6,2,True,A,2,0
2,2,6,2,True,A,2,0
4,4,12,4,False,A,4,0
1,1,3,1,True,B,1,0
3,3,10,3,True,A,3,0
1,1,3,1,True,B,1,0
3,3,10,3,True,A,3,0
1,1,4,1,True,B,1,0
11,11,35,7,False,A,11,0
1,1,3,1,True,B,1,0
2,2,6,2,True,B,2,0
5,5,15,3,True,A,5,0
6,6,18,4,True,B,6,0
1,1,3,1,True,B,1,0
1,1,3,1,True,B,1,0
1,1,3,1,True,B,1,0
1,1,3,1,False,A,1,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
1,1,3,1,True,B,1,0
1,1,3,1,True,B,1,0
1,1,3,1,True,B,1,0
1,1,3,1,True,B,1,0
1,1,3,1,True,A,1,0
3,3,9,3,True,B,3,0
1,1,3,1,True,A,1,0
2,2,8,2,True,A,2,0
2,2,6,2,True,A,2,0
2,2,6,2,True,A,2,0
1,1,3,1,True,B,1,0
2,2,6,2,True,A,2,0
1,1,3,1,True,A,1,0
8,8,25,5,True,A,8,0
2,2,6,2,True,A,2,0
2,2,7,2,False,B,2,0
2,2,6,2,True,A,2,0
1,1,4,1,True,B,1,0
5,5,16,3,True,B,5,0
8,8,24,5,True,B,8,0
1,1,3,1,True,B,1,0
3,3,9,2,True,A,3,0
2,2,6,2,True,A,2,0
1,1,4,1,True,B,1,0
7,7,21,5,True,B,7,0
5,5,15,5,True,B,5,0
1,1,4,1,True,A,1,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
2,2,6,2,True,A,2,0
1,1,3,1,True,B,1,0
1,1,3,1,False,B,1,0
4,4,14,4,False,A,2,2
1,1,3,1,True,B,1,0
5,5,15,3,True,A,5,0
1,1,3,1,True,B,1,0
8,8,24,5,False,B,8,0
2,2,6,2,True,A,2,0
1,1,3,1,True,A,1,0
1,1,3,1,True,A,1,0
2,2,6,2,True,A,2,0
2,2,6,2,True,A,2,0
1,1,3,1,True,A,1,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
1,1,3,1,True,B,1,0
2,2,6,2,True,A,2,0
4,4,12,3,True,A,4,0
1,1,3,1,True,A,1,0
3,3,9,3,True,A,3,0
2,2,6,2,True,A,2,0
3,3,10,2,True,A,3,0
2,2,8,2,True,B,1,1
2,2,6,2,True,B,2,0
2,2,6,2,True,B,2,0
4,4,12,4,True,B,4,0
2,2,6,2,True,B,2,0
1,1,3,1,True,B,1,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
2,2,6,2,True,B,2,0
1,1,3,1,True,B,1,0
1,1,3,1,True,B,1,0
1,1,3,1,True,A,1,0
1,1,3,1,True,A,1,0
3,3,9,3,True,A,3,0
5,5,17,4,True,B,5,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
2,2,6,2,True,A,2,0
1,1,4,1,True,B,1,0
1,1,3,1,True,A,1,0
7,7,22,5,False,B,7,0
1,1,3,1,False,B,1,0
1,1,3,1,False,B,1,0
2,2,6,2,True,B,2,0
5,5,16,3,True,A,5,0
3,3,9,3,False,A,3,0
3,3,9,2,True,B,3,0
1,1,3,1,True,B,1,0
2,2,6,2,True,B,2,0
1,1,3,1,True,A,1,0
1,1,3,1,True,A,1,0
5,5,15,3,True,B,5,0
1,1,3,1,True,B,1,0
1,1,3,1,True,B,1,0
6,6,18,4,True,A,6,0
3,3,9,3,False,B,3,0
2,2,6,2,False,A,2,0
2,2,6,2,True,B,2,0
6,6,20,6,True,A,6,0
3,3,9,2,False,A,3,0
6,6,20,4,False,A,3,3
1,1,3,1,True,A,1,0
3,3,9,3,True,B,3,0
2,2,6,2,True,A,2,0
4,4,12,4,True,B,4,0
6,6,20,6,True,A,4,2
1,1,3,1,True,A,1,0
1,1,4,1,True,B,1,0
1,1,3,1,True,A,1,0
2,2,6,2,True,A,2,0
1,1,3,1,True,B,1,0
1,1,3,1,True,B,1,0
2,2,6,2,True,B,2,0
2,2,7,2,True,B,2,0
2,2,7,2,True,A,2,0
2,2,6,2,False,B,2,0
3,3,10,3,True,A,3,0
3,3,9,2,True,B,3,0
3,3,9,3,True,A,3,0
3,3,11,2,True,A,2,1
3,3,10,3,True,A,3,0
1,1,4,1,True,B,1,0
1,1,3,1,True,B,1,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
6,6,18,5,True,A,6,0
1,1,3,1,True,A,1,0
1,1,4,1,True,B,1,0
1,1,3,1,True,B,1,0
1,1,3,1,True,B,1,0
2,2,6,2,True,B,2,0
1,1,3,1,True,B,1,0
1,1,3,1,True,B,1,0
2,2,6,2,True,A,2,0
2,2,6,2,True,B,2,0
1,1,3,1,True,B,1,0
6,7,21,4,True,B,7,0
3,3,9,2,True,B,3,0
5,5,15,5,True,A,5,0
3,3,10,3,False,B,3,0
6,6,18,4,True,B,6,0
1,1,3,1,True,B,1,0
1,1,3,1,True,A,1,0
4,4,13,3,True,A,4,0
2,2,6,2,True,B,2,0
2,2,6,2,True,A,2,0
1,1,3,1,True,A,1,0
3,3,10,2,True,A,3,0
1,1,3,1,True,B,1,0
1,1,3,1,True,B,1,0
6,6,19,5,False,A,6,0
1,1,3,1,True,B,1,0
2,2,6,2,True,B,2,0
3,3,10,3,True,B,3,0
2,2,6,2,True,A,2,0
2,2,6,2,True,A,2,0
2,2,6,2,True,A,2,0
14,14,42,8,True,A,14,0
5,5,15,4,True,A,5,0
3,3,9,2,True,A,3,0
3,3,10,3,True,B,3,0
2,2,6,2,True,B,2,0
1,1,3,1,True,B,1,0
2,2,6,2,True,A,2,0
9,9,30,4,True,A,8,1
1,1,3,1,True,B,1,0
1,1,3,1,True,B,1,0
2,2,6,2,True,A,2,0
2,2,6,2,True,A,2,0
2,2,6,2,True,B,2,0
5,5,15,5,True,A,5,0
1,1,3,1,True,B,1,0
5,5,15,5,True,A,5,0
1,1,4,1,False,B,1,0
1,1,3,1,True,B,1,0
3,3,9,3,True,A,3,0
6,6,19,5,True,A,6,0
3,3,10,2,True,B,3,0
1,1,3,1,True,A,1,0
2,2,7,2,True,A,2,0
2,2,6,2,True,A,2,0
1,1,3,1,True,A,1,0
1,1,3,1,True,A,1,0
7,7,22,5,True,A,7,0
1,1,3,1,True,B,1,0
1,1,3,1,True,A,1,0
2,2,7,2,True,B,2,0
2,2,6,2,True,A,2,0
1,1,3,1,True,B,1,0
1,1,3,1,True,B,1,0
2,2,6,2,True,A,2,0
1,1,3,1,True,B,1,0
5,5,15,4,True,B,5,0
2,2,6,2,True,A,2,0
2,2,6,2,True,B,2,0
3,3,9,3,True,B,3,0
1,1,4,1,True,A,1,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
1,1,4,1,True,A,1,0
1,1,4,1,True,A,1,0
1,1,3,1,True,B,1,0
2,2,6,2,True,B,2,0
2,2,7,2,True,B,2,0
1,1,3,1,True,A,1,0
6,6,18,5,False,B,6,0
2,2,6,2,True,A,2,0
1,1,3,1,True,B,1,0
4,4,13,3,False,B,4,0
3,3,9,3,True,B,3,0
3,3,9,3,True,A,3,0
2,2,6,2,True,A,2,0
2,2,6,2,False,A,2,0
1,1,3,1,True,A,1,0
3,3,9,2,True,B,3,0
2,2,6,2,True,A,2,0
2,2,6,2,True,A,2,0
1,1,3,1,True,A,1,0
2,2,6,2,True,A,2,0
2,2,7,2,True,A,2,0
2,2,6,2,True,B,2,0
5,5,16,3,True,B,5,0
3,3,10,3,True,B,3,0
6,6,18,5,True,A,6,0
1,1,3,1,True,B,1,0
4,4,12,3,True,A,4,0
1,1,3,1,True,B,1,0
1,1,3,1,True,B,1,0
2,2,7,2,True,B,2,0
1,1,3,1,True,A,1,0
2,2,6,2,True,A,2,0
2,2,6,2,True,A,2,0
1,1,3,1,True,B,1,0
1,1,3,1,True,B,1,0
1,1,3,1,True,A,1,0
3,3,11,3,True,B,3,0
2,2,8,2,True,B,2,0
1,1,3,1,True,B,1,0
1,1,4,1,True,A,1,0
5,5,15,5,False,B,5,0
1,1,3,1,True,A,1,0
4,4,13,3,True,B,4,0
1,1,3,1,True,A,1,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
2,2,6,2,True,A,2,0
3,3,10,3,True,A,3,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
2,2,6,2,True,B,2,0
5,5,15,3,False,B,5,0
3,3,9,3,True,B,3,0
7,7,23,4,False,A,7,0
8,8,25,4,True,B,8,0
2,2,7,2,True,B,2,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
2,2,6,2,True,B,2,0
1,1,3,1,True,B,1,0
3,3,9,2,True,A,3,0
1,1,3,1,True,B,1,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
1,1,3,1,True,B,1,0
5,5,15,5,True,A,5,0
6,6,20,6,True,A,6,0
6,6,19,4,True,A,6,0
4,4,12,3,True,A,4,0
1,1,3,1,False,B,1,0
2,2,7,2,True,A,2,0
2,2,7,2,True,B,2,0
2,2,7,2,True,A,2,0
2,2,6,2,True,B,2,0
3,3,9,2,True,A,3,0
4,4,14,3,True,A,3,1
7,7,22,6,False,A,7,0
4,5,15,3,True,B,5,0
12,12,37,7,True,B,12,0
1,1,3,1,True,B,1,0
3,3,9,2,True,A,3,0
1,1,3,1,True,A,1,0
2,2,6,2,True,B,2,0
21,21,64,9,True,A,21,0
1,1,3,1,True,A,1,0
5,5,17,5,True,A,5,0
7,7,24,4,True,B,5,2
2,2,7,2,True,B,2,0
1,1,3,1,False,A,1,0
6,6,19,5,False,B,6,0
2,2,6,2,True,A,2,0
1,1,3,1,True,A,1,0
2,2,6,2,True,A,2,0
1,1,3,1,True,A,1,0
4,4,13,3,True,A,4,0
5,5,15,3,False,A,5,0
1,1,3,1,True,B,1,0
2,2,6,2,True,B,2,0
1,1,3,1,True,B,1,0
6,6,18,5,True,A,6,0
1,1,3,1,True,B,1,0
1,1,3,1,True,B,1,0
2,2,6,2,True,A,2,0
1,1,3,1,True,A,1,0
1,1,4,1,False,A,1,0
1,1,3,1,True,B,1,0
5,5,16,3,True,B,5,0
12,13,39,7,False,A,13,0
1,1,3,1,True,B,1,0
3,3,9,2,True,A,3,0
6,6,21,6,True,B,6,0
3,3,10,3,False,A,3,0
2,2,6,2,True,A,2,0
1,1,3,1,True,B,1,0
2,2,6,2,True,B,2,0
2,2,7,2,True,B,2,0
2,2,6,2,True,B,2,0
8,8,26,5,True,B,1,7
4,4,12,3,True,A,4,0
7,7,23,7,True,B,5,2
1,1,3,1,True,A,1,0
1,1,3,1,True,A,1,0
3,3,9,3,True,B,3,0
3,3,9,3,True,B,3,0
4,4,12,4,True,B,4,0
1,1,3,1,True,A,1,0
2,2,6,2,True,B,2,0
4,4,13,3,True,A,4,0
3,3,9,3,True,A,3,0
2,2,7,2,True,B,2,0
2,2,6,2,True,A,2,0
4,4,12,3,False,B,4,0
3,3,9,2,True,A,3,0
3,3,9,2,True,B,3,0
1,1,3,1,True,B,1,0
8,8,25,5,True,B,8,0
3,3,9,3,True,B,3,0
3,3,10,2,True,B,3,0
2,2,6,2,True,A,2,0
1,1,3,1,True,A,1,0
2,2,7,2,True,A,2,0
2,2,6,2,True,A,2,0
3,3,11,2,True,B,3,0
1,1,3,1,True,A,1,0
17,17,55,10,True,B,2,15
6,6,20,4,True,B,4,2
4,4,12,4,True,A,4,0
2,2,6,2,True,A,2,0
1,1,3,1,True,B,1,0
1,1,4,1,True,A,1,0
8,8,25,5,True,B,8,0
1,1,3,1,True,A,1,0
2,2,6,2,True,A,2,0
4,4,14,3,True,B,3,1
1,1,3,1,True,A,1,0
1,1,3,1,True,A,1,0
1,1,3,1,True,A,1,0
2,2,6,2,True,A,2,0
8,8,25,8,False,A,8,0
2,2,7,2,True,B,2,0
1,1,3,1,True,A,1,0
2,2,7,2,True,A,2,0
9,10,30,5,False,A,10,0
4,4,12,3,True,A,4,0
1,1,3,1,True,A,1,0
5,5,15,4,False,A,5,0
5,6,18,3,True,B,6,0
4,4,12,3,True,B,4,0
3,3,9,3,True,B,3,0
1,1,3,1,True,B,1,0
3,3,9,3,True,B,3,0
1,1,4,1,True,B,1,0
4,4,12,4,True,B,4,0
4,4,12,3,True,B,4,0
8,8,25,7,False,A,8,0
5,5,15,5,True,B,5,0
3,3,9,3,False,B,3,0
1,1,3,1,False,B,1,0
2,2,7,2,True,A,2,0
2,2,6,2,True,A,2,0
2,2,6,2,True,B,2,0
2,2,6,2,True,A,2,0
2,2,6,2,False,B,2,0
4,4,12,3,True,A,4,0
8,8,24,6,False,B,8,0
4,4,14,4,False,A,1,3
1,1,3,1,True,A,1,0
1,1,4,1,True,A,1,0
1,1,3,1,True,A,1,0
2,2,6,2,True,A,2,0
14,14,45,8,True,A,11,3
1,1,3,1,True,A,1,0
9,9,27,6,True,B,9,0
4,4,12,3,True,B,4,0
6,6,21,5,False,B,4,2
6,6,19,5,True,A,6,0
2,2,6,2,True,A,2,0
1,1,3,1,True,A,1,0
6,6,19,5,True,B,6,0
1,1,4,1,True,B,1,0
5,5,15,4,True,A,5,0
6,6,19,4,True,B,6,0
9,9,29,6,True,A,6,3
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
1,1,3,1,True,B,1,0
5,5,15,5,True,A,5,0
3,3,9,3,True,B,3,0
15,15,47,9,True,A,12,3
3,3,9,2,True,B,3,0
1,1,3,1,True,A,1,0
2,2,6,2,True,A,2,0
2,2,7,2,True,A,2,0
4,4,12,4,False,B,4,0
3,3,9,3,True,B,3,0
1,1,3,1,True,B,1,0
1,1,3,1,True,B,1,0
6,6,18,4,True,A,6,0
2,2,6,2,True,B,2,0
3,3,9,3,True,A,3,0
16,16,50,8,True,B,16,0
14,14,46,12,False,A,5,9
1,1,3,1,True,A,1,0
7,7,22,6,True,B,7,0
3,3,9,3,True,B,3,0
4,4,12,3,True,A,4,0
18,18,58,9,False,B,13,5
1,1,3,1,True,A,1,0
4,4,12,4,True,A,4,0
2,2,7,2,True,B,2,0
2,2,6,2,True,B,2,0
2,2,6,2,True,A,2,0
2,2,6,2,True,B,2,0
1,1,3,1,True,A,1,0
25,25,77,8,True,B,25,0
1,1,3,1,True,A,1,0
1,1,3,1,True,A,1,0
2,2,6,2,True,B,2,0
2,2,6,2,True,B,2,0
1,1,3,1,True,A,1,0
9,11,35,5,True,A,11,0
2,2,6,2,False,A,2,0
14,14,45,8,True,A,11,3
1,1,3,1,True,A,1,0
1,1,3,1,True,A,1,0
7,7,22,6,True,B,7,0
3,3,9,2,True,A,3,0
4,4,12,4,True,B,4,0
9,9,29,4,False,B,6,3
7,7,23,4,True,A,7,0
3,3,10,3,True,B,3,0
1,1,3,1,True,A,1,0
2,2,7,2,True,A,2,0
7,7,23,5,False,A,2,5
8,8,25,4,True,B,8,0
2,2,6,2,True,A,2,0
2,2,6,2,True,B,2,0
27,27,90,10,False,A,19,8
3,3,10,3,False,B,3,0
3,3,9,2,True,B,3,0
2,2,6,2,True,B,2,0
7,7,23,7,False,A,7,0
1,1,3,1,True,B,1,0
7,7,23,6,False,B,7,0
12,13,39,7,True,A,13,0
4,4,13,3,True,B,4,0
5,5,16,4,False,B,5,0
1,1,3,1,True,A,1,0
3,3,10,3,True,A,3,0
5,5,15,3,True,A,5,0
2,2,6,2,True,A,2,0
9,9,30,8,False,A,9,0
4,4,14,4,True,B,4,0
1,1,3,1,True,B,1,0
6,6,18,4,True,B,6,0
11,11,35,8,False,A,8,3
1,1,3,1,True,B,1,0
1,1,3,1,True,A,1,0
5,5,15,3,True,A,5,0
10,10,33,5,True,A,9,1
5,5,15,4,True,A,5,0
3,3,9,2,True,A,3,0
3,3,9,2,True,B,3,0
3,3,9,3,True,B,3,0
1,1,3,1,True,A,1,0
1,1,3,1,True,B,1,0
3,3,11,3,False,B,3,0
1,1,3,1,True,A,1,0
3,3,9,3,True,A,3,0
2,2,7,2,True,B,2,0
1,1,3,1,True,B,1,0
6,6,20,4,False,A,5,1
1,1,3,1,True,A,1,0
3,3,9,3,True,B,3,0
1,1,3,1,True,A,1,0
6,6,20,4,True,A,6,0
21,21,65,12,True,A,21,0
2,2,7,2,True,B,2,0
4,4,13,3,False,A,4,0
3,3,9,3,True,A,3,0
2,2,7,2,True,B,2,0
18,18,56,13,True,B,18,0
6,6,19,5,True,A,6,0
1,1,4,1,True,B,1,0
11,11,35,9,True,B,11,0
4,4,12,3,True,A,4,0
5,5,15,5,True,B,5,0
1,1,3,1,True,B,1,0
1,1,3,1,True,B,1,0
6,6,18,4,True,A,6,0
2,2,6,2,True,B,2,0
2,2,6,2,True,A,2,0
3,3,9,3,True,B,3,0
2,2,7,2,True,A,2,0
1,1,4,1,True,A,1,0
7,7,23,5,False,B,7,0
1,1,4,1,True,B,1,0
1,1,3,1,True,A,1,0
2,2,6,2,True,A,2,0
3,3,11,3,True,B,3,0
3,3,9,3,True,B,3,0
8,8,24,5,True,B,8,0
1,1,3,1,True,B,1,0
5,5,17,4,False,B,4,1
5,5,15,5,True,A,5,0
6,6,20,4,True,B,6,0
2,2,7,2,True,B,2,0
2,2,7,2,False,B,2,0
